Gene,log2FoldChange
SLC16A12,-0.059452719899637255
PCM1,-0.059467012293441285
GADD45A,-0.0594786630812932
TIGD7,-0.05950821508506226
FKBP8,-0.05972595143255148
PRPS2,-0.05973759499331486
GIT1,-0.05977286398369373
ZNF226,-0.059793884710517727
SF3A3,-0.05979703649647368
ABCF3,-0.05979714968900779
MMP24,-0.05989308087692981
LOC105374952,-0.05991465445465264
NDC1,-0.0601893427876259
ZNF654,-0.060449421936517096
C7,-0.06051150609903107
RPS10,-0.060632835057254926
KCTD18,-0.060634449740885124
RPL35,-0.06067880092364717
RELA,-0.060708477569027086
LOC100128568,-0.06073579298191436
NUP93,-0.06083700164196561
WTAP,-0.06098437884433855
CHRNA5,-0.061065892882737616
ARIH2,-0.06115539468062822
TRMT13,-0.06133619495908988
FAM200B,-0.06134839455912226
DNAJC5,-0.06137350782061404
SNRPA,-0.06144677636588371
ADIPOR1,-0.0614783286289629
EFCAB7,-0.061517441403194095
RPS11,-0.0615440445937632
POLR2B,-0.061572626142282275
SLC43A3,-0.06170432929390878
NUBP1,-0.06183775581501917
CNDP2,-0.06184214953416106
CABLES2,-0.06189157136246252
DUSP7,-0.06191218628407219
CLDN15,-0.06192599349514464
SLC18A2,-0.06193115415021758
CEP131,-0.06194541461278763
ARNT,-0.06199429810925975
RSF1,-0.062175104999629145
SNX1,-0.06221634795941074
FTO,-0.06227830618433797
COL4A3BP,-0.062361969071371974
COMMD2,-0.06248199113288165
HNRNPH1,-0.06250291316167902
POLE4,-0.06251619383333484
DNAL4,-0.06260340250945683
ZNF460,-0.06260837288456808
RNF113A,-0.06261790050825894
GRSF1,-0.06268007347689528
CLASP2,-0.06272539337505446
INTS10,-0.06275632574552568
AMMECR1L,-0.06278631028655493
EMD,-0.06283822648287093
KHSRP,-0.06290236620788067
EDEM3,-0.06291744298798806
CTDSP1,-0.06293444963266072
ADNP,-0.06296524539009957
BCO2,-0.06296659948480558
C6orf132,-0.06300528804332484
PGAM5,-0.06302463184295183
NEDD4,-0.0632133579826814
NUCB1,-0.06321526254045196
FBXO38,-0.0632907875450045
FOXM1,-0.06338169893521346
TBCCD1,-0.0634316928243771
MFNG,-0.06368514462211682
LOC145783,-0.06369159700506247
UPF3B,-0.06383376849953203
STX3,-0.06398602135015773
COPS5,-0.06400130022943318
BAG6,-0.06403223913133042
PLBD2,-0.0640374933792139
RIOK3,-0.0641339729879636
DMXL1,-0.0641345608849618
SF3B2,-0.06418828158898557
TMEM186,-0.06418895767865057
RNU12,-0.06428264152191258
HAUS5,-0.06428440119772787
ATP5F1,-0.06438521446316556
TMEM25,-0.06440805563239665
RPL10,-0.06445710423678347
MCM2,-0.06454598410307281
ZNF154,-0.06466572457007068
PIH1D1,-0.06469025877948757
TMEM251,-0.06469650846226277
NSUN2,-0.06478243814073646
COG5,-0.06479769258766745
NFATC1,-0.06489305461498818
DGCR8,-0.06490952934220665
FZR1,-0.06492468239601405
SNORD104,-0.06514166637647978
RICTOR,-0.06521577409587456
LOC729652,-0.06525875468624431
AP3B2,-0.06532316710047727
KDM1A,-0.06548344544171426
ZNF512,-0.06565206573327889
UBR7,-0.06568535720670292
CD209,-0.06571069621094075
ARHGAP11B,-0.06571170274115974
TAF8,-0.06578808880333543
POLA2,-0.06581164430521176
FUS,-0.06582447863732242
XPO1,-0.0658296667327359
TOR1B,-0.06587180723764757
SHARPIN,-0.06588193117286678
MAP3K7,-0.06605095953561606
PANK1,-0.06607567662892468
NFE2L1,-0.06610440047993467
LSS,-0.06611463334428933
PHIP,-0.06614674509773075
POLB,-0.06619813036804267
MLLT10P1,-0.06636562434561326
FLJ13224,-0.06638944108991959
KIAA1257,-0.06643827431047865
RAB11FIP2,-0.06667498480326359
C12orf49,-0.06695782410748506
SMG1P1,-0.06711926654129069
ZC3H12A,-0.06714264920800578
ATP9B,-0.06714492159993578
SNORD81,-0.06720891348562286
SCYL2,-0.0672194143571184
SMIM7,-0.0672713610408786
ACTR5,-0.06728267639607102
LOC729603,-0.06733910766644535
ARL17A,-0.06750991281547465
PUM3,-0.06751416841670685
MYDGF,-0.06777711871031246
MED24,-0.06778616702154422
CCDC90B,-0.06779346338839966
ZFAND2B,-0.06785712339924484
SUFU,-0.06796210943495545
TCERG1,-0.06796252277533162
DCXR,-0.06804086936785216
ZSCAN12,-0.06816596630025594
HSD11B1L,-0.0681727487624827
ANAPC13,-0.06818736713291924
TRIM7,-0.06822061655779377
ZNF292,-0.06854334157997313
UBE2H,-0.06861221191908538
ERMARD,-0.06866605614212051
SCAF1,-0.06876500675943757
GTF2F2,-0.06888728014537082
RUNDC3A-AS1,-0.06896117556039803
AGA,-0.06898902285702439
FAU,-0.06905170367268988
MAN2B2,-0.06908148602486641
TRA2A,-0.06916511770538278
ZNRD1,-0.06916696432724727
ATG4B,-0.06917543171022826
ACOT13,-0.06927079620224644
ACTA1,-0.06928644320247304
BRD9,-0.06929751125814153
SNHG12,-0.06934615934753675
AAMP,-0.06934626663157092
KEAP1,-0.06937944469710614
RTL8C,-0.06940353016488318
DHX40,-0.06946774128543022
KIAA1683,-0.06961226687899437
PRIMPOL,-0.06989310268490498
FRG1,-0.06991238923948964
FAM171B,-0.07012654608386622
FAM92A1P2,-0.07013816744973057
SNX17,-0.07057478199586179
LOC101927374,-0.07095522025372401
CDC42BPB,-0.07107243796651358
LPP,-0.07110999832835695
ZNF697,-0.07112557568945346
RBM19,-0.07119848612888915
UBL7-AS1,-0.07133358424145292
STX16,-0.07137649668670179
XPO7,-0.07139350919569844
TPRKB,-0.071433232617713
RPN2,-0.07148820684702296
OXSM,-0.07149018309142258
DNAJC3-AS1,-0.07150480833127988
HTATIP2,-0.07152529879567941
PLCG1-AS1,-0.07155378430283682
SENP8,-0.07158232290652429
GS1-124K5.4,-0.07166239317242844
FSTL1,-0.07183061171871535
ENO3,-0.07189878916660299
SGPP2,-0.07192560902162591
ALKBH3,-0.07195688131433296
EVI5L,-0.07206706228253854
ZNF430,-0.07207081551726599
CIAPIN1,-0.0721008024602163
C2orf69,-0.07214542373529338
ESD,-0.07218347567159585
EIF4A3,-0.0722114838422875
TSC22D4,-0.07224896625868539
COPE,-0.07227786890116035
DUS4L,-0.07236931493761037
LRRTM2,-0.07237759221479753
TUT1,-0.07250637212399576
ATRIP,-0.07250675902399754
ATL3,-0.07252367461679103
ARFRP1,-0.07259095166158828
PRNP,-0.07264974613073989
TTC31,-0.07265992451947685
EEA1,-0.07275831401418525
NOTCH2,-0.07280646717455685
ARRB2,-0.07301125230003169
TEP1,-0.07307349872879906
CARM1,-0.07308470771439636
GLMP,-0.07310615786338756
PRDX3,-0.07336765056099127
LAMTOR4,-0.07354538088418103
MPND,-0.07355184344503915
SOS2,-0.07356794860890618
ELAVL1,-0.07357620560649562
ITGAE,-0.07359810297223583
TWNK,-0.07360844879343705
IGHMBP2,-0.0736177411669317
LOC100130950,-0.07363067424834545
ZNF274,-0.07371040452348405
CASD1,-0.07377342067197343
ASCC2,-0.07378525694944083
PRKAR2A,-0.07379935146093612
METTL8,-0.0738286094516988
BTBD8,-0.07404514939681334
TRIM8,-0.07411566883284905
SLC39A6,-0.0741399712173693
NIPSNAP1,-0.0742623145464126
NFAM1,-0.07427206986715561
DPH1,-0.07433363855853535
C18orf25,-0.07437847955065585
TBL2,-0.07440208318862038
GPCPD1,-0.07441864152188962
FAM120B,-0.07450551050407721
PPP2R2A,-0.07458984831081933
STN1,-0.07465850107240876
ARVCF,-0.07467996121585421
WASL,-0.07474432657348251
PDCL3,-0.0747453857015016
ZCCHC24,-0.07488879488642401
MAU2,-0.07494015690155956
TMEM241,-0.07502246178006544
HNRNPU,-0.07510219342421323
RTL8A,-0.07513008965605608
HEXIM1,-0.07517484164913797
SAMD4B,-0.07519916284122392
RBM12,-0.07522542327951108
HPRT1,-0.07533388528894874
SEMA6B,-0.07535299017085251
PEX19,-0.07543861765374983
ANAPC4,-0.07556937896310066
ANAPC2,-0.07558322613056175
NCOR2,-0.07561863508072769
DCAF15,-0.0756703458120234
RPS27A,-0.0758060540093461
TACO1,-0.07585939850366841
RAB4B,-0.0759071354847009
CUL4A,-0.07594188028455351
BFAR,-0.07597029829314692
NCBP2-AS2,-0.07601595491493741
GOLGA2,-0.07602060924696623
YWHAEP1,-0.07602762826013156
NDUFS7,-0.0762842319281882
DBN1,-0.07633260824164663
LOC101928336,-0.07645565145799117
TRNT1,-0.07648322389474677
ENDOD1,-0.07648992495341536
NEK5,-0.07653447369191803
RPL6,-0.07666481271765692
SYNGR1,-0.0767085490303423
TMOD2,-0.07673867241773258
INCA1,-0.07687761998821888
KLF15,-0.07689347940638369
TNFAIP8L2,-0.07699464771693892
CCDC142,-0.07701033060824863
TFAP4,-0.07709194884899367
NSDHL,-0.07711209130751821
NAGPA,-0.07712664319951575
TUG1,-0.07722462151117956
FBXL4,-0.07738646655097646
FAM102B,-0.07741479154885696
NKTR,-0.07754117834548394
C20orf196,-0.07774040893193421
RAB7A,-0.07774504114131124
DYNC1I2,-0.0778560626207837
CHEK1,-0.07788946588531503
LINC01429,-0.07807800101084787
STOM,-0.07815264333912512
UNK,-0.07817369291559689
GATB,-0.07828092849866293
KCTD10,-0.07841367301505306
NGDN,-0.07842590967520151
DENND1B,-0.0784504178678927
TMEM161A,-0.07854141370422729
PRR12,-0.07860373647765916
ST20-AS1,-0.07862461282537345
PAXIP1-AS1,-0.0787370618743515
RPLP0P2,-0.07881458255008378
SIN3A,-0.07888600025435483
NDUFA13,-0.07889502751916284
ZNF91,-0.07891373108977619
DNAJC30,-0.07906337234331513
SDHAF4,-0.0791780803101552
RPS15A,-0.07921707434193505
KCTD20,-0.07937020728888641
ABCG1,-0.0794989762339179
PHB,-0.07958687065699205
CWC15,-0.07958871754383738
CYB5D2,-0.07960334951123933
HIST2H2AC,-0.07975065191020621
TFEB,-0.07977120947580496
ZSCAN5A,-0.07977317575041978
CD3EAP,-0.07989836611889564
DSTNP2,-0.07992406172757185
WEE1,-0.079969124266456
TOX4,-0.08004249999896314
CDCA5,-0.08008954800504262
MTPAP,-0.08013741236285096
ACOX1,-0.08015506822421137
PRPF40A,-0.08026639394404306
LOC108783654,-0.08030575540551667
SLC15A3,-0.08045226702607892
LOC100270804,-0.08045749356828238
MDM1,-0.08048927293531954
NANOG,-0.08051751148455064
KLHL9,-0.08056717244738171
NAAA,-0.08069288950055746
ARF1,-0.0807583839129703
RNASEH1,-0.08094059784544981
AVL9,-0.08094420487799547
XRN2,-0.08097882369306468
IL1B,-0.08099563204037331
GON7,-0.08101440180856796
LIPT1,-0.08121766293063216
SHPRH,-0.08131638198816486
CPSF7,-0.08145526643282791
RPL23AP87,-0.0814899308617355
ZNF830,-0.081528213347033
ELP5,-0.08154071213527331
CCDC28B,-0.08154872125450888
MCU,-0.08157533753215158
RANGRF,-0.08165112738493409
PTPN11,-0.08168996974004936
TYW1B,-0.08175077343950787
RPL27A,-0.08179810862546877
PLEKHF2,-0.08180311304300877
COX18,-0.08181746482967299
VPS35,-0.08192472296087909
PLEKHA2,-0.08198293024514246
TOB1-AS1,-0.08201309636824544
TBRG1,-0.08201477155135653
MIR497HG,-0.0820653727668604
SLC25A35,-0.08208653219751168
CP,-0.08215525047382259
RNF38,-0.08217272755747859
LOC101928887,-0.08219941242762917
BRK1,-0.08220011453674218
DDT,-0.08228754987769017
MRPS31P5,-0.0823070179969669
SLC25A34,-0.08232675169397242
JUNB,-0.08234061772953795
STAM2,-0.08240037569378249
ZNF619,-0.08243950788546418
CWF19L1,-0.08250547574298855
LRRC45,-0.08270977269947885
TMEM129,-0.08272142124615572
MAGEF1,-0.08272726675200441
TTL,-0.08287952299514191
APRT,-0.08292213615569095
FBXL6,-0.08293797472848616
TSNAX,-0.08294422376979618
SH3GLB1,-0.08295528935134448
NUDCD2,-0.08308314944230319
TMEM33,-0.08311454860222027
CCDC12,-0.08312146119803233
VEZT,-0.08319652479609224
EHBP1,-0.08327447984494532
PRKCB,-0.0833878649530535
SGPL1,-0.08340402558639855
ZNF587B,-0.0835314405594514
RFX1,-0.08374325162772984
JMJD7,-0.0837978545262973
ATP5J,-0.0838785289456575
HSPB11,-0.08405761552658998
AMOT,-0.08407939495286887
MAP3K2,-0.08421376005267175
CSNK2A2,-0.0842305247482317
ROCK1,-0.08432454031157299
RNY1,-0.0844537139919815
MRPL11,-0.08447862561360076
NLGN3,-0.08458919860453394
MTBP,-0.08462582605919423
C2orf74,-0.08474178984109931
FIP1L1,-0.08477635332791228
EXOC1,-0.08482734431258704
SNX19,-0.08500287272601688
ACOT9,-0.0851372466924803
PARP4,-0.08516370268447765
ZNF3,-0.08517492321792221
SCO1,-0.08518091299768141
SLBP,-0.08520293472042498
KLHL2,-0.08520548881446247
HUWE1,-0.08528228380031569
CCDC191,-0.08553243368247473
PEX1,-0.08557845300190463
SF1,-0.0855947597662376
GEMIN8,-0.08561236736271888
RAD52,-0.08561666357030145
MIA2,-0.0857195712816994
AKAP2,-0.08578101711562729
ORAOV1,-0.08582162590088437
C14orf166,-0.08595899938394556
MIEF1,-0.08623539206114579
SEMA6A,-0.08623944662876555
GLT8D1,-0.08630965264795537
STARD3,-0.08636579648759403
HLA-F-AS1,-0.08646131424806737
DKC1,-0.08646368933095987
CCDC121,-0.08646695257354174
LOC100131655,-0.08654311711944805
TNK2,-0.08664975698172021
TOMM70,-0.08673595159530297
FAM45BP,-0.08681959113548574
STX16-NPEPL1,-0.08689240413370995
ARMCX5,-0.08699852223216516
LIG1,-0.08725375250687957
ANKRD27,-0.08726329950180514
UBE2D1,-0.0872954768283211
LINC02275,-0.08733198485781116
RAB35,-0.08735318887581549
RASGRP2,-0.08740563316992268
CMC4,-0.08762136796019943
SAMD1,-0.0876264152739861
RMND1,-0.08770642742369937
ABCC4,-0.08770701933324448
RUFY2,-0.08771372350827733
LYRM2,-0.08776547530278848
FAM156B,-0.08789285197568425
MRPS2,-0.08807498061890383
SIDT2,-0.08809118531630925
ANKS3,-0.08825969836911278
PIP4K2B,-0.0884118863240792
NET1,-0.08842655595892507
KCMF1,-0.0884629751000955
FAM120C,-0.08855596845479753
LINC00894,-0.08871379583912123
MARCH5,-0.08878069555458364
LOC731157,-0.0889089165244755
ARHGAP24,-0.0889278897335557
KCNK12,-0.08894525999526204
CHMP2B,-0.0890469170461476
FOXN2,-0.08905028886662576
EXOC3,-0.08921315974414427
SNORD13E,-0.08930551140900193
CALHM2,-0.08932025334942278
ZDHHC12,-0.08935993143675784
TFPT,-0.08939256123455663
CCDC28A,-0.08943671114253772
NIN,-0.08948789933921966
GOLGA8B,-0.08956879743772955
CDK13,-0.08958561350890248
CUL3,-0.08962185891628877
ZNF394,-0.08971451978408242
KIF5B,-0.08977517270484081
KCNJ2,-0.08984613080646164
RWDD2B,-0.08989480286195387
NUDT18,-0.08991285621608887
LOC100130520,-0.08997931868593848
CTDSP2,-0.08998199272205766
CAD,-0.08999112104574233
DOHH,-0.09019748611665449
PDE4A,-0.09030816857533719
MSN,-0.09049334470423426
KDM3B,-0.09049932999233185
ACSL4,-0.09052347665371763
ENY2,-0.0905546066937789
BLOC1S6,-0.09057112907137739
CLP1,-0.09057426232335854
ECI1,-0.09065160810337167
OSTC,-0.09065481676967518
USF1,-0.09066200388448115
ZNF322,-0.09070133262914061
PINX1,-0.09073376816819358
USP19,-0.09074248021484617
NR2C2,-0.09078415702554139
SDAD1P1,-0.09083710610687509
ATP6V0A1,-0.09084785660797914
SMPD3,-0.09092867311893993
EFCAB13,-0.09114060561866837
EIF1AX,-0.09120480192454947
TIA1,-0.09130434991651044
ARL10,-0.09132486967546546
ME2,-0.09140779383672597
GABRR2,-0.09149278827850627
STK40,-0.0915370876766179
IFT74,-0.09165900334768326
GFER,-0.09166505941466609
ACOT2,-0.0916865432109717
DDX17,-0.09170910373917693
NXF1,-0.09172750187759221
LOC100128164,-0.09174151182767125
DGKD,-0.09190575435460806
HDAC2,-0.09193581763238727
ATP8B5P,-0.091962035674699
ATP5A1,-0.09197102370697519
NUDT16P1,-0.09197581960442655
ZDHHC2,-0.09197645265329119
SLC37A4,-0.09204361359076921
SPDYE10P,-0.09205866754515893
TCF12,-0.09207123790298688
ADIPOR2,-0.09214524053191536
FLII,-0.0921780282606997
UBE2Q1-AS1,-0.09230216545752405
SYCE1L,-0.09231182750384075
GNG7,-0.0923888904198215
SUSD5,-0.09243867441557777
TMF1,-0.09255082034973872
CDADC1,-0.09269711460049353
ASNA1,-0.09282490145901902
WDR48,-0.09293869423141407
SYT15,-0.09296037615675577
MAGED2,-0.09297254190975338
COQ2,-0.09298128526354361
ACIN1,-0.09302220878325067
SSH1,-0.09309640032276376
SCD,-0.09313099152566431
FOXK1,-0.09314403105857225
B4GAT1,-0.09315713084466429
BRAP,-0.09321696956902112
TMEM254,-0.09323888418252202
MTSS1,-0.09333729684001128
UTP11,-0.09334633322549697
MCM3AP-AS1,-0.0934864030861393
LINC00662,-0.09356243233408851
SCYL1,-0.09361299126665533
PPIL4,-0.09363339888045058
TMBIM4,-0.09366449980073277
NUP50-AS1,-0.09378538396519955
ST20,-0.09393326684538952
IFI27L2,-0.09408270986069106
RAB28,-0.09421226063632782
AFTPH,-0.0945390995868668
C22orf39,-0.094660733376114
AK5,-0.0947201856956105
GPR137,-0.09478582429441161
TCFL5,-0.09480318145864523
APBB1IP,-0.09490691756168705
BRWD3,-0.0950183485587733
PRKAG2,-0.09507453666944865
ARMC6,-0.09524291551338097
EXOC4,-0.095270641363494
GEMIN7,-0.09529953364061984
GANAB,-0.09540156467583107
HACL1,-0.09545910765980067
DDX41,-0.0954638965906448
UBE4A,-0.09554273384119523
CYC1,-0.09554357993582517
LTA4H,-0.09565384347117781
ZNF888,-0.09588996556554152
CHMP2A,-0.0959134123098577
POMT2,-0.0959666740122335
FANCD2,-0.09597012036805228
PCMTD2,-0.09597796400624223
UBE2Q2,-0.09599451118010596
METTL12,-0.09608892186911784
RB1CC1,-0.09616354101335739
CSRP2,-0.09616436737348893
LAPTM5,-0.09626444460425172
SLC25A51,-0.09630051864175014
AP1M1,-0.09632384905540076
HEXDC,-0.09636094334509461
SAP18,-0.09641666414220815
DHX15,-0.09644956201169264
UGT2B15,-0.09647604186478413
FAM219A,-0.0966189541536773
UBIAD1,-0.09662690422552332
DAPK3,-0.09664559756064994
AGAP3,-0.09667566271632527
SNAP23,-0.09670402629109916
TEPSIN,-0.09677285057185583
TCF4,-0.09694999871444641
SETD5,-0.0969542977511774
TXLNA,-0.09703265580198756
MEN1,-0.09707021740002436
CLEC12A,-0.09709410060654579
MCOLN1,-0.09713429743007765
BDH2,-0.09721133057757034
TIMM23B,-0.09739768259808698
TYW5,-0.09748007848117585
IFITM2,-0.09749008682490024
MRPL47,-0.09749099015280711
TRAPPC8,-0.0975383390857467
AHSA1,-0.09754338402444523
TIMELESS,-0.09760755460714522
HIST1H4H,-0.09770103203843572
JAGN1,-0.09795866121714802
KDELC1,-0.09804422036670893
CLSTN3,-0.09810711349735646
COX7B2,-0.09815897996584867
SMA4,-0.09815962213699783
AP5Z1,-0.0983459480031996
KCTD9,-0.09841571570858038
COL10A1,-0.0984299051490814
LINC00367,-0.0985416722618428
PPP1R9B,-0.09862247856209841
CNOT1,-0.09866261211536038
MB21D1,-0.09867499630690514
IARS2,-0.09869220581335603
GALNT12,-0.09881863885599114
VTA1,-0.0988238925807796
DESI1,-0.09897996000536612
PKIG,-0.09902581007795046
CABLES1,-0.099121371902928
CYB5R1,-0.09934163335594
ZNF415,-0.09936399756157761
DGCR11,-0.09941142482096328
ANKRD13D,-0.09943248263346294
TUBGCP2,-0.09945865739655273
PPRC1,-0.09949333045585325
NR2C1,-0.09960078819520314
PRSS12,-0.09965528214187495
WDR31,-0.09978016374788977
ZNF676,-0.09978507719991507
LRRC8D,-0.10001123520109262
C1orf53,-0.1001104849126011
APOPT1,-0.10013389119326145
ARMC10,-0.10020603676862348
C11orf98,-0.10020704131175096
PRELP,-0.10020938054213871
FRMD3,-0.10023294117926854
RAP1GDS1,-0.10026686065628065
SPAG5-AS1,-0.1002993422915272
PLA2G4B,-0.10036421366066148
RPL23AP53,-0.10044159030207733
MARS,-0.10055087798347241
HIST1H2AI,-0.10061142830786869
LDAH,-0.1007547242810635
PDCL3P4,-0.10076770774276289
ZNF677,-0.10091869620302271
ZNF550,-0.1010535231550309
SAT2,-0.10113283530504034
TMEM259,-0.10118756668104784
ADAM10,-0.10121426777943564
ZFP36L2,-0.10122598091727922
CD44,-0.101276986923869
ZRANB2-AS1,-0.10134268845033174
SLC25A12,-0.10138846627937377
TUBA1C,-0.10147246830611246
GNG5,-0.10147826556004573
RAB1A,-0.1015281358717548
SAV1,-0.10165520381313108
IFT81,-0.10172795334382098
NCOR1,-0.10188234767659449
SLC25A14,-0.10189189281460792
MIGA1,-0.10198894883709958
LAGE3,-0.1020907344910017
PKNOX1,-0.10217673572016672
DLST,-0.10219519849556849
MORF4L2,-0.10223767383636063
HECTD3,-0.10228909932535654
MTMR10,-0.1022997599523409
ZNF559,-0.10234286461617216
LYRM4,-0.10234717398894766
KCTD5,-0.10241635160741655
GINS3,-0.1024875707763079
SHQ1,-0.10248903763270968
LPCAT1,-0.10252214354562023
ARF5,-0.10253558097524947
PANK3,-0.10257873982454008
SLC2A4RG,-0.10259445508836328
MPV17L2,-0.10269946151174023
DMAP1,-0.10276797494134375
PFDN2,-0.10285583765072279
TECR,-0.10302939564487577
THEM6,-0.1030379503368035
LYPLA2,-0.10306696587156741
NDUFS4,-0.10307479006781567
GNL3L,-0.1031285963567807
SAFB,-0.10320307833827123
CD46,-0.10323854843298626
WDR12,-0.10326033761007486
LRRC74B,-0.10327349746443872
MYO1G,-0.10327587783930825
RIN3,-0.10344524311550377
TBCE,-0.10355032264621243
MORF4L1,-0.10364682533049709
PFN1P2,-0.10368350822684912
TOR1AIP2,-0.1040295490112055
COMMD10,-0.10404196592383082
LRRC42,-0.10416335335299112
RPL19,-0.10448026066824505
SH3RF3,-0.10449705656327415
ENOPH1,-0.10453158721310031
ADO,-0.10454354756459129
EIF3F,-0.10456152395796975
MMACHC,-0.10462929557760481
ARMC7,-0.10465484492998274
UBBP4,-0.10466205194228316
C21orf58,-0.10467804164382567
PTGES3,-0.10474556949200865
MRPL54,-0.10482743385377219
TMEM69,-0.10483087116440018
CCT8,-0.10484118319365494
DTWD2,-0.10489228527641614
USP32P3,-0.10489700554366671
HTATSF1P2,-0.10522621392151602
ZNF621,-0.10543006851123787
ACTR2,-0.10548273679320372
LOC110091777,-0.10557775673421968
MRPS21,-0.10595513963081304
GNA12,-0.1059607417448344
AP1G1,-0.10623916396514765
AAAS,-0.1062776105571762
RPL4,-0.10639319485404534
PNPLA6,-0.10655681010947482
ZNF253,-0.10663703006822446
ZBED5-AS1,-0.10676354466442665
CELF1,-0.10693524230993501
ZNF564,-0.10696344095465059
PNMA1,-0.10699564955485048
NOP9,-0.10701042826371526
SNX12,-0.10732475484789163
BIVM,-0.10735101253206664
SLC10A3,-0.10735238999991249
NDUFB4,-0.10735272618313484
PLA2G6,-0.10736713057836693
RPS26P11,-0.10749149574354165
CCDC84,-0.10757885507492178
C21orf2,-0.10758439474344737
C2CD2L,-0.10775502942785935
PGK2,-0.10777146421953983
FAM106B,-0.10787281521483708
SLC5A6,-0.10801662630465747
B3GALT6,-0.10803184912092019
TMEM55A,-0.10807148116970113
OTUB2,-0.10813132527623301
GOLGB1,-0.10832791344680806
FOXK2,-0.10833930333951719
FBXL5,-0.10865669505427852
ANAPC7,-0.10881288972123006
INSIG1,-0.10883203558518838
ARPC1B,-0.10893119486481
ATP6V1G1,-0.10905747361065964
PPIH,-0.10907808531332669
ELK1,-0.10907846564559816
C7orf31,-0.10915903985737913
DSCR3,-0.10919395389899822
INTS11,-0.10932344474031067
TMEM256,-0.10934968806234083
VARS,-0.10952838196532799
SPPL3,-0.10958120544548676
MAN2C1,-0.10962973984452556
PTOV1,-0.109668871103187
NBPF10,-0.10970715087842317
INO80,-0.10974203771690617
PHB2,-0.10986531532760589
NDUFS8,-0.10997968062072348
FOS,-0.1100070978017397
GPR141,-0.11000733009234355
SNORD50A,-0.11002640396809772
AZIN1,-0.11004552798956141
C9orf3,-0.11012046851971553
LARP4B,-0.11013823154037285
PRMT1,-0.1101894354588305
KLB,-0.1102870791939706
SNORA73B,-0.11039335374780834
SMAD9,-0.11042187746605445
PODXL,-0.11046168391348564
AMACR,-0.11050122443535222
PRR14,-0.11056008641618376
EBP,-0.11057054580033665
VPS36,-0.11059603484327779
GNAS,-0.11068596147469122
ATP6V1F,-0.11076235580188404
STAG2,-0.1108898256476053
PHACTR4,-0.11092522544781039
CXorf65,-0.11095504468582103
ITGB2,-0.11095705857202107
LMBR1,-0.11104955922216404
RPL21P44,-0.11117380979886331
AIMP1,-0.11119423286865582
HDAC3,-0.11121540490373666
SENP6,-0.11121848084095638
RPEL1,-0.11129726215166473
IPO11,-0.11141025597932305
TBC1D20,-0.11141083203832355
ZDHHC5,-0.11148595988336749
FUNDC2P2,-0.11158864310689079
RAB14,-0.11160900710575392
RPL34,-0.11163873245755963
THNSL1,-0.11172209072486783
ZC3H7A,-0.11180110455387975
B3GLCT,-0.11184452685943587
UCKL1-AS1,-0.11208654529249545
SIGLEC17P,-0.11208842083122413
PRICKLE3,-0.11209496366712562
WDR36,-0.11210968567848002
BRAT1,-0.11217257329135077
ADCY1,-0.11219844156557363
LINC01004,-0.11220771363387265
WDR81,-0.11221399298775168
MIR7846,-0.1122450824286879
RPAP2,-0.11237300321144793
TMED9,-0.11252679977186568
NUDC,-0.11256531040262036
NPTN,-0.11271092131397933
TOX,-0.11274880896099335
SYMPK,-0.11276194141683744
RAB11A,-0.11279051227208703
PPA2,-0.11281841483068862
EIF3I,-0.11295389459685974
EREG,-0.11295791379239464
TFCP2,-0.11303887490773305
PDIA6,-0.113140931872071
WDR11-AS1,-0.11314508611086703
GLI4,-0.1132951568661001
EP300-AS1,-0.11329772959686316
WAS,-0.11343284402079305
ZNF502,-0.11353247420635412
FAAP24,-0.11369551800501186
FGF7,-0.11371525435610083
MRPS15,-0.11374203470895324
CAV2,-0.11375798841923604
FAF1,-0.11376613138028495
FCRL1,-0.11394090874257547
DDX54,-0.11403759851074731
URM1,-0.11416287073168019
AP4M1,-0.11418284664683181
C12orf10,-0.11419938306259318
RUFY1,-0.11435065546898333
RPS17,-0.11435816797330464
SLC35B4,-0.11437974512588879
SPAST,-0.11441060886303513
GAPVD1,-0.11449323974686182
MAZ,-0.1145007322426785
UQCRHL,-0.1145678836913056
TMEM205,-0.11467241324848258
GNB1L,-0.11467793570448848
SNRNP70,-0.11479095992630227
CBR3-AS1,-0.11480902963183369
PUF60,-0.11486443464024707
SPATA33,-0.11491286741921927
ZFAND1,-0.11491507766441536
DCAF8,-0.11498950525064677
ENSA,-0.11499259087732619
MRPS27,-0.11505542709500714
RPL37,-0.11523482289135804
SEC23B,-0.11528155650077482
EIF1B,-0.11549286648779264
TNFRSF10D,-0.1155956908468941
BLOC1S2,-0.11568415405080536
GATAD2B,-0.11575890608539942
PEBP1,-0.11578731615915251
RAF1,-0.11579759066598772
WDR11,-0.11582213109795048
CAMTA2,-0.11591074076714522
NME4,-0.11595877340837565
KIAA1143,-0.11612113994735096
OSBPL2,-0.11614738592885344
EIF3K,-0.11616222071639613
PPIAL4A,-0.116295843736235
FRS3,-0.11632795829566998
POC1B,-0.11639507157156884
UHRF1BP1,-0.11645744757843933
LOC101927402,-0.11649187733695532
DCP1A,-0.11651206196552177
RPS20,-0.11662497456048557
SDHAF2,-0.11674954684454696
WDR37,-0.11675638485348906
XKR8,-0.11675820360623064
WAC-AS1,-0.11682063961147753
SGTA,-0.1168271870384172
