Gene,log2FoldChange
ANKRD44,0.5513836713100165
NDUFAF2,0.550937958034557
GRAP,0.550477904098222
SUCLG2,0.5499305036558608
SREBF1,0.5490384147094101
PVT1,0.5486155222174426
PRRC1,0.5481598223139366
SYNPO2,0.5476212632548079
TNFRSF18,0.5473605304988254
HIST1H4F,0.5471445668886837
DDX3Y,0.5466668186869583
SKA1,0.5462487412000931
NPAT,0.5460633539443568
CLEC1B,0.5457741703530821
ENTPD4,0.5455613165053689
PADI2,0.544743642130102
TAF3,0.5446594354983659
CCDC152,0.5446496489546849
SV2C,0.5444663799363768
TNFRSF12A,0.5439843949068964
HAX1,0.543894391245121
ZNF276,0.5438254404672843
C12orf65,0.5438097367011133
TXNDC5,0.543775111195999
TAP2,0.5434871275802523
FGF14-AS2,0.5432829521075146
HK1,0.5427733879061326
KCTD17,0.5422406515629934
PYROXD1,0.5409796453086159
ITGB7,0.540965673771502
OPA1-AS1,0.5408221352494829
NEDD1,0.5403916915856075
TNRC6C-AS1,0.5397951921738245
UBE2T,0.5394095336005976
HPF1,0.5391587714154333
LINC00907,0.5384867364386753
ARAP2,0.5384473794393745
ZNF286A,0.5379792561997483
SEPT8,0.537848374695184
TRIM59,0.5378330888306877
IZUMO4,0.5376223229988656
IGSF6,0.5371038894764358
LOC105274304,0.5370763408581447
FMR1,0.5362908798198509
HSPA1A,0.5357816975520769
RAB43,0.5351633253594655
ZNF420,0.535099793325773
NADK2,0.5348790817343886
E2F4,0.5346240451355488
LINC02447,0.5344979018994586
ITGA6,0.5342056741235363
LOC101928510,0.534070281092413
GOLGA2P5,0.5340614977535691
EZR,0.5339010961602672
FGF7P3,0.5338228340482494
KDM7A,0.5337941172154725
SNORA4,0.5336786960067217
PRC1,0.5333434616013505
SHISA5,0.5330924607115528
SLC9B1,0.5327188280490285
PDZD2,0.5316435324710453
NBPF15,0.5315049808921412
SSBP3,0.5314210310821343
TJP2,0.5312724169427699
COMTD1,0.5311701065641121
POLQ,0.5308708603913619
HECA,0.5305217987523081
SFMBT1,0.5305176140769139
MAP4K1,0.530415627495228
LOC440600,0.5300044475427067
TSPAN6,0.5295496663658398
TBC1D8B,0.5294581431711347
MYO1E,0.5293687752125933
PXN,0.5292716485808746
GBP2,0.5289937036108927
DLEU2,0.5283392848174926
CHRNE,0.5279192549388357
LOXL1-AS1,0.5278784979171822
SERTAD1,0.5276028553763764
LRP10,0.5275849204958794
CPVL,0.5275836246864815
TRIM2,0.527427553836409
DHFR2,0.5273968615067877
MOB3C,0.5267090827775508
IL18BP,0.5267012412572236
HIST1H1T,0.5265244066415397
JAZF1,0.5262887309018559
DGUOK-AS1,0.5261089147727199
ICK,0.5254011402739521
HLA-G,0.5251349527464466
PDCD2L,0.5249494689009186
TULP4,0.5248397505598523
SCAMP5,0.5246034004791444
CYBB,0.524232982729072
ZNF595,0.5234071996262115
RECQL,0.5225930897727051
ANLN,0.5223152767576906
UTP14C,0.5222571659331497
TMEM8A,0.521886577633016
DDX58,0.5217959145841187
KIF2C,0.5216358418071237
METTL13,0.5214283682657718
SLC2A11,0.5209336225386272
S100P,0.5206649120500728
VANGL1,0.5202054261976189
AEN,0.5198744442348779
FOLR2,0.5198273818334165
CDC27,0.5195532425942204
RETREG3,0.5193697107517041
HLA-C,0.5193043934513446
IPW,0.5190600601287135
PANK4,0.5189913201936126
TAF5,0.518370719753559
SPSB1,0.5181074027159454
ECE2,0.5178898334934737
NCRUPAR,0.5177808157058325
C19orf57,0.5176126013708894
AARD,0.5174564181211984
TFDP1,0.5169040581299214
DCANP1,0.5167824265486008
ISCA1,0.5167008123126435
ICAM2,0.5166635761704483
HLA-E,0.5165829609911411
PAFAH2,0.5162187541104256
AKR1C2,0.5159285819790088
IFITM4P,0.5155855167181855
TEN1-CDK3,0.515580089067854
JADE1,0.5145856497907962
ENPP4,0.514237762018867
IL5RA,0.5140149901586052
FAS,0.5137482835884238
OVCA2,0.5135924340204661
ZBTB25,0.5134794736111605
PIM1,0.5130774731437461
TTN,0.5129232149411617
LINC02280,0.5128549959929246
MPP7,0.5121741525497099
SPIN3,0.5121669482928327
BOLA1,0.5121515098145429
CCDC80,0.5115479575260863
TMEM209,0.5114171012534193
PTK2,0.5112762789989398
DLGAP1-AS1,0.5108327667798807
LOC100129203,0.5106998838288133
MCUR1,0.5105290011901663
GPR22,0.5104336183622483
CASP1P2,0.5104304305519356
ACVR2B,0.5103871366783178
PBX4,0.5103565751500911
SLC4A7,0.5103244910291546
HMGB2,0.5101690840765145
MICB,0.5101457648351277
ENG,0.5098020652159498
MIGA2,0.5095777572874791
GAB1,0.5093943580778637
PPME1,0.5093248764447833
RBX1,0.5090276554511766
OGG1,0.5085566496641662
CCDC25,0.5085453334287586
HSBP1L1,0.5079501591776218
SPAG17,0.5078441007034875
TNFRSF10A,0.5074081598057447
CDCA8,0.5073600353880783
IKZF2,0.5071990054877651
STRADB,0.5067690916559408
SNORD80,0.5065026389084301
SLC25A38,0.5064184659007261
HEPACAM,0.5060837598094643
E2F7,0.505970103303555
ARL13B,0.5056859622883739
CLEC4D,0.5053926446644463
HEBP1,0.5053690880640216
CLCN3,0.5052069808151864
SPAG16,0.5048740861331319
RNY4,0.5046866470181169
HIF3A,0.504234549528656
CLPTM1L,0.5041124031154861
SEMA7A,0.5039294706385246
CETN3,0.5038514902778398
ZNF232,0.503851312083977
HINT2,0.5037807759009697
WDR60,0.5036661965261973
GDPD1,0.5031403912543274
AGPAT3,0.5030872740285306
REPS2,0.5030257839087806
GTF2E1,0.5029175911307522
CXorf40B,0.5026628957132833
PDE4D,0.502566748517469
PDE11A,0.5024958250624815
PRAG1,0.5022576953607102
FYCO1,0.5021518184987609
CISD2,0.5020180116249755
NEK2,0.5016924540542385
RBSN,0.5016670164467995
KLHDC4,0.5015516718539114
VWA2,0.5015345313723808
PPARA,0.5008948264476847
DPM2,0.5006652381566914
HIPK1-AS1,0.500646180871941
STK10,0.5004431624179838
BCL2L11,0.5001994385649318
ELL3,0.5001772511536129
BBS7,0.5000241648847586
LIPE,0.4999751817540806
NDUFB2-AS1,0.49945754153906496
NUSAP1,0.49913236128807115
GRK5,0.49900096747313943
KIF11,0.49898813486575405
LOC100996251,0.498112945104667
SPOCK3,0.49780206731651505
LOC100130476,0.4977035159048376
DHFR,0.49756046059303044
MFSD11,0.49699091998163075
PAXIP1,0.496782644712911
TSEN54,0.496641355720885
RIOX2,0.4964556874678188
LYSMD4,0.4962972672417431
OAS1,0.49627504801772226
SLC2A14,0.4958966205322472
WWTR1,0.49579804027835095
PYGM,0.49577146204032
GLG1,0.49570786837056985
ARMC1,0.49533425906302814
FBXL22,0.49481832657435026
TRIM26,0.49405213897466504
HBS1L,0.4930105611988252
ALKBH2,0.4930017807304972
TRIM39,0.49261770373803265
MOAP1,0.49189039349760405
KHK,0.49180166660062735
MOCS2,0.4917399556032807
PDE4DIP,0.4915198997453051
LIPN,0.4915051216749443
LOC728392,0.4914048094982755
TUSC1,0.4911965360096169
ZNF239,0.49118769093766623
PDZD8,0.4910784172504386
ZNF335,0.4910486239487453
SARS,0.49077199204527233
GOLM1,0.490586875081088
NSMCE2,0.49039242682541656
KNSTRN,0.4901981043007377
GP5,0.49007081383798723
GPM6A,0.48954113576375785
JAK1,0.4894689915267101
TXNDC11,0.4892914665486762
RASL11A,0.489009420148478
MIEF2,0.4888023559615662
MAGI3,0.4886838147340956
TERC,0.48805119684065407
TP53TG1,0.48744098389447305
ZNF777,0.4874323923205798
PBXIP1,0.48728844163852303
WWC2,0.4871983084798977
NBPF9,0.4871166127329732
LINC00526,0.4865067263978885
PID1,0.48649667196057045
FAM13A-AS1,0.48624661538700303
VPS50,0.4862321893775548
CRYBG1,0.4858672397917457
ZBTB2,0.4855878260620302
SCARNA5,0.48552608315148027
PITHD1,0.4848060057432358
ATPAF1,0.4843276524931932
ITGAL,0.4841526417209365
PER3,0.4841392329073407
CEP55,0.4840842519494486
AURKA,0.48367375298245807
MRPS18C,0.483598979724031
ARHGEF39,0.48356857172136497
UQCC2,0.48349976245516235
CD79A,0.48331718893457154
RAB3IP,0.48287571511628646
TUBE1,0.48234250984017685
GPD1L,0.482293603841093
GIPC1,0.4822777217989602
XRCC2,0.4821131417525386
TES,0.4819571463462958
LINC00852,0.4817280655176761
LINC02012,0.48104633891786996
RHBDD2,0.4807495717743828
LOC100133286,0.4805330346625488
ARID3B,0.4800342261663095
YTHDC2,0.47999691457501076
ZNF699,0.4796568974824663
CCDC85C,0.4783705198864984
CTNNAL1,0.4783140449438232
SEC22A,0.4782694674858511
UEVLD,0.47802205380530466
MINDY3,0.47798681271317833
MED18,0.47798479377571146
RBBP5,0.47759400528904006
ST7,0.47759202844514986
ESRP2,0.4775119059682643
ACP5,0.47728712764192016
ENAH,0.47679478253196433
JAK3,0.47644380813621134
BUB1,0.47639561654649937
GPR18,0.47621487136912743
KIAA0825,0.47513527710180414
SLC31A1,0.474658156069713
LEPROTL1,0.47451141889837956
ETAA1,0.474335093417588
SNORD11,0.4742621872974421
GALNT10,0.47419687592965887
SNORD21,0.473921670940879
ACO1,0.4737303867395125
SPSB2,0.4736737525663596
SULT2A1,0.4735335476451223
AP5M1,0.4733300981414625
TINF2,0.47332789562413635
CENPP,0.47330637481438403
SNX22,0.4732603134098397
C5orf30,0.4730604734831484
S1PR3,0.4722804892212906
PSMC3IP,0.47199590948859454
ANXA5,0.47159424278556583
ACACB,0.47149188764300554
UBLCP1,0.47137246730167615
N6AMT1,0.47136756892772214
SVIP,0.47127977673809734
ZFP41,0.47124109386908514
LOC105370203,0.47100889668083523
LOC100289561,0.4707624191029527
MSTO1,0.47062942819460185
KIFC1,0.4703149876263278
FAM58A,0.47001782854524166
VPS13D,0.4700011188594659
GCLC,0.469825092194951
WDHD1,0.46948222192616235
PHF13,0.46941305334402134
C11orf24,0.46833626724654515
APBA3,0.46818640342708534
LINC02181,0.4681096613875263
CROT,0.46771737374922406
RNF39,0.46769616768579947
CYB5A,0.4675378019940005
SEC22C,0.4674478415450846
KIF4A,0.46742803476987965
HAUS6,0.46741910640615625
KBTBD6,0.46699414493389446
TRIM35,0.46684421529684816
CCZ1,0.4666447699982529
IRAK1BP1,0.46637156042080374
HIST1H2AG,0.4663007410488677
LINC00924,0.46629444052857305
CHIC1,0.4660089075059919
PLK4,0.46597786907686645
NUDT11,0.4659510649651256
DDI2,0.46579739030957573
C8orf31,0.4657255607416583
DLEU2L,0.46563919645888346
LOC100506675,0.4655829645048397
COA1,0.46541451029285513
VASN,0.4653738940005196
NME8,0.46514621667369316
RBL1,0.4650383742617037
TRIM47,0.46424934380399885
CAPN2,0.4640269281559171
PLEKHH3,0.46343966214995624
EFCAB14,0.463382610638001
PRKY,0.4632441241700097
RHOU,0.4632392995301453
IDI2-AS1,0.46317860874772354
KREMEN1,0.46292231767572833
MTERF2,0.4627675741522449
FUK,0.46255795988759113
KLHL28,0.46230382879500215
ZXDA,0.46215423619454615
BMPR2,0.46204892056093994
C19orf66,0.462004797235591
FRA10AC1,0.46170972660344156
BRF2,0.4616348729687118
TBC1D10A,0.46157323105843895
TSPAN13,0.4615300394599842
LHPP,0.4614990589462203
COPS8,0.4609934493956462
HCG27,0.4608517941208196
SLC39A8,0.4608069375685952
SPCS3,0.46070861286710485
ASXL2,0.4604969043005083
SRRD,0.4604665849719919
NCAPG2,0.46037694709148613
HCG4B,0.46029588723044046
ZFP69B,0.4602607343818853
TMEM41A,0.4601748059586518
PART1,0.4599005222578489
MAT2B,0.4598729375321825
BCYRN1,0.4598462940874665
BCL2L1,0.45983072843211376
PLK1,0.459649164180432
MATN1-AS1,0.4592641395366736
RPS6KB2,0.45913488122619517
ABHD17A,0.4587401060209816
RRS1,0.458716579033082
UROS,0.45851399217634653
OSER1-AS1,0.4584541076408025
WDR4,0.45831655759008066
C1orf131,0.4581200997669747
SLC35F6,0.45803348431975754
METTL4,0.45797736245756276
LOC101929130,0.4579392970445953
NEDD4L,0.45758839315990213
SLC39A13,0.457174308246205
DYSF,0.45648674045936777
SLC25A45,0.45639719986833754
FZD6,0.45634880041229825
SEMA5A,0.45602754561593334
BCDIN3D-AS1,0.4559858894457112
NUCB1-AS1,0.45585212518043683
EPAS1,0.45549093757638076
FANCC,0.45517934953066236
GOLGA4,0.4547930550564674
APOBEC3D,0.45472813446755156
LINC00324,0.4546623373727927
SLC7A8,0.4546173731389122
ITPKB,0.454471169740954
SLC16A1,0.45446695541061727
NRF1,0.45439534927416536
ALG6,0.454278885126097
ARMC2,0.4542164235339556
MAP3K13,0.45399845580620374
NDFIP1,0.4538582497346462
CHN2,0.45376735291485365
HSPE1,0.45366672315683443
MALT1,0.4532558145251059
NDST2,0.4530818171139259
MOB4,0.4530474940177422
RWDD1,0.45294793868115546
GSKIP,0.45266776370780115
EXTL3,0.4524976523417772
ZNF491,0.45247730412480885
BUB3,0.4523818207015304
VWA5A,0.4523511802623933
ZNF419,0.45228754025783113
CPEB4,0.45194532220224826
KLHL11,0.45160244398334676
LOC643802,0.45127285369914444
DTNB,0.4509883324538112
LOC283140,0.4508271187438901
PRELID1,0.4504714248900644
AP4E1,0.44992347987326986
ERMAP,0.44945782549791313
PIK3CD-AS2,0.4494451337934658
TMEM14A,0.44942102292566427
HSD17B8,0.44935075002064406
GAS6,0.4492467967192775
FCGR1CP,0.4490380699586437
KIF20B,0.4489817515747627
ARMC9,0.44883123509552564
TUBA3FP,0.4485957111906312
KDM8,0.4485274822300778
AHCTF1P1,0.44809056594290203
HIST1H4B,0.44794545703901695
SRPK2,0.44793948428453956
CEP135,0.4473354945755482
IFI44,0.4470746532296835
CAPN10-AS1,0.44645766683560806
CRADD,0.44636515329250126
ABHD5,0.4461976250777795
CD52,0.446089715368474
FAM98B,0.4456050341326465
MAST4,0.44557894149541466
HIGD1A,0.44526727691285517
SSX2IP,0.44498309857800117
TXNDC16,0.4449791730012959
SMC2,0.44497579046839664
MINOS1P1,0.4446772112795832
BOLA3-AS1,0.4445411569146128
ACAP1,0.4435180663497349
LOC102724532,0.443497121092935
DNLZ,0.4434745655799573
CHCHD4,0.4434600938947503
CD300E,0.4431331978740574
ELMO3,0.4429523057585289
AFDN,0.44268788433516204
LOC105376805,0.4424672831065689
SFXN2,0.4417661491349392
SFI1,0.441228992155233
TPCN1,0.4410844720109653
TBC1D23,0.4409495399297351
ATG4A,0.4408500941499567
PURA,0.44056914478645015
RRP1B,0.44040673671126424
IKZF1,0.4402611418200415
CENPA,0.43992749741908505
ADAM22,0.4394494016084026
PUDP,0.4394436272640089
STYK1,0.43934398479320924
IQCE,0.4388436283416885
NOXA1,0.4384613192584623
SCLY,0.43840911839213054
LGALSL,0.43828497084333473
IL21R-AS1,0.437826201241336
CLEC4GP1,0.43773340397199806
IL10,0.4372333313390942
TMEM176B,0.4370294886939314
YIPF6,0.43699135829991076
ZNF841,0.4368838622482254
LINC01963,0.43680911444984505
MINDY2,0.43652790217033477
ZNF563,0.43644604012758254
DAG1,0.4363122863789089
ALDOC,0.43621530936510905
SAMD9L,0.4361865121972252
S1PR4,0.4359406982256071
MYL5,0.43576150964209
TROAP,0.4355074394678253
PTMS,0.4354126557497284
MRPL2,0.4353848586385171
UQCRQ,0.4353818604009304
TIGAR,0.43527512330535556
TANGO2,0.43525671452839354
GPATCH4,0.4350586504844428
ERBIN,0.4350017989780873
FAM114A1,0.4350017428274644
A2M-AS1,0.43497264132198354
PLD6,0.434681505208669
RCBTB2,0.4346727489418331
SLC35A4,0.4346508984783628
TMEM106C,0.43409663000907617
LCLAT1,0.43406108448381125
TBC1D31,0.43404572390745455
RNF167,0.43335358641737637
URB2,0.4331955340583039
CTDSPL,0.4330376830198439
PRUNE1,0.4329404792158238
BRIX1,0.4325431438009361
ZGRF1,0.4321118743443591
SARAF,0.43186336127550695
IRF2,0.4317604321969992
CENPW,0.43154651656874055
TPGS2,0.43150721462247704
MAP3K21,0.4313233359859177
UBE2L6,0.43126009560435785
RALY-AS1,0.43103703846235236
MCEE,0.4307513132921067
XRRA1,0.4305591482359877
LOC374443,0.43053807887725687
ZDHHC14,0.43042156598803394
GRK6,0.43041322771193624
ATP6V1D,0.4302400383926673
FAM98C,0.43021013367814676
ZNF766,0.42956912689657173
MBNL1,0.42929383503915625
EDC3,0.42919797799966397
ISCA2,0.4291627243630687
LINC00933,0.42910647510461153
FARS2,0.42890052057555095
NUP37,0.4286788646936388
BACE2,0.42834566445159244
SNORD105B,0.4282298617293055
C19orf53,0.42812374212456644
TRIM21,0.42793486650740664
FMNL2,0.42792838188913956
SNORD35A,0.4278643474418577
ZSCAN16,0.4276159435803684
ORC1,0.4269164472545208
UBQLN4,0.42683714994894667
MSL3,0.4267993061066796
EIF2B3,0.4267075849977042
LMBRD2,0.4265120782553752
SLC25A26,0.426232804275083
DCAF4L1,0.4259082978396589
MTHFR,0.42579168007956714
RAD17,0.42565869908043885
ZNF483,0.4255764140984285
FAM133B,0.42550547854828225
FAM50B,0.425136117208356
ORC4,0.42487960316185935
KIF23,0.42478431816859913
WNK1,0.4244615515725596
CABP4,0.42436015081965
PPIL3,0.42435002431255264
GSK3A,0.42375926923265045
BTN2A1,0.4226809394206515
INSIG2,0.4223317181884202
OTULIN,0.42147926454589346
THAP5,0.4213314326512005
DHX36,0.4212208902743142
NAP1L4,0.42117063717740966
SELPLG,0.42069641820719544
EXOC2,0.4204994744009626
MEGF9,0.42045174402928764
TMEM265,0.41962643719709536
FAM209A,0.41932775787945437
SECTM1,0.41930277245646796
ELK4,0.41924408396894375
STK16,0.41907172700112966
CEP70,0.4189539813980846
NOP10,0.41893557319394154
USP9Y,0.41856892884042796
TNFRSF1B,0.4185339970499561
RNF34,0.4184642212963681
ATP13A3,0.41843072236633594
RAD9A,0.4183971332167182
SDF2L1,0.4182439453255738
GDF7,0.41816321860637
C19orf12,0.41811092652973797
PRMT6,0.4180821603230618
SNORA104,0.4177312554813573
TOMM7,0.4177087667529275
HAS2,0.4176567422937186
PCAT1,0.41762135882330376
NOP58,0.4174307477427433
TPGS1,0.41708510348667355
ZNF862,0.41706138120290154
METTL2A,0.416888104869255
SPATA5,0.4167368187966219
LINC02071,0.41651258511719114
FGL2,0.4162507332107454
GPM6B,0.4160637973553705
TUBG1,0.41589875435170137
PLS3,0.4154208717071438
ISOC2,0.41539469499866616
MBD2,0.415333058799865
SURF2,0.41517228923345606
PREPL,0.41477263937640546
FLCN,0.41472768066477456
CCNF,0.4145899959647392
ZNF155,0.4142336210562224
TLR1,0.4141441390446456
RFC3,0.4138830072962253
FKBP2,0.4137528814741128
FIZ1,0.41369738898519753
TNS1,0.41366555509514774
AAK1,0.41362394477409986
STK39,0.41343870280433326
SGO2,0.4129461559262633
PIGH,0.41247164782438717
CD4,0.41246263865413313
PDP1,0.4123481388496973
TSEN15,0.41142827665341597
CCNDBP1,0.41135727068041267
ST6GALNAC6,0.41103142749588345
ZEB1,0.4107565840141133
MX2,0.4107338122874241
ZBTB8OS,0.4104774172308771
AMDHD2,0.4101876238018333
MBP,0.4099588935145058
ZMYND8,0.4098430626556414
HIST1H2BL,0.40964892581169815
RNVU1-19,0.4095539779534264
FBLIM1,0.4094645124420769
PRPF40B,0.40937194117324466
SNAPC5,0.4091672109043628
TPTE2,0.4088426216864619
MAP2K2,0.40884101918933147
PAXX,0.40883894459385334
GADD45B,0.4087078540179839
RAB11FIP5,0.40865399642688816
PPP1R2,0.4085755393629158
ZNF280B,0.4082353177583346
CHMP4A,0.4081139440495965
DGKQ,0.4079778359293144
ZNF286B,0.4077014217426235
PNPLA8,0.4070619562591702
CST7,0.407010100897883
ANKRD18A,0.40664258566149897
LOC105370333,0.40653679855189445
SIGLEC14,0.40604863637892613
EARS2,0.406019944800572
NDUFA7,0.4059629142164096
LCP2,0.4059518637276599
ZNF2,0.40564878805542515
TSPYL2,0.40562967129647204
MSS51,0.405622428908664
LOC101929718,0.40543910733197425
KDM5D,0.4053485848693488
CLDN11,0.4053382319646356
PITPNM1,0.4050722896968651
SAMHD1,0.4050267620505638
DLEU1,0.4048394443076809
PHKA1,0.404795460369255
ZGPAT,0.4043748604092604
ACTR3C,0.40428940750943293
PHAX,0.4042626397578821
SMAP1,0.40390560793482905
TEKT4,0.4038536857309664
KLHL18,0.40356244991517115
RIPK1,0.4030402747342234
PAM,0.4027563183982408
PSMC4,0.4025512678666161
THAP2,0.40230577561685454
SLITRK2,0.4022760799525243
FAM217B,0.4021622195881017
POLR2K,0.4020289986996634
RXRA,0.4015548982507331
RIBC2,0.4015318795670111
VIM-AS1,0.4013960883554132
MRPL50,0.4013078181418684
WHAMMP2,0.40115470632876593
TRIP13,0.40073587223978857
SUN2,0.4006978989796043
BAZ1B,0.4004112368813627
CENPH,0.4004067839379494
SNIP1,0.40036721298628697
VEGFB,0.40034544900078645
UBE3D,0.4001777287065961
SEMA4B,0.40012295675897674
MALL,0.3999685757558389
GOLT1B,0.39869706634532986
SCARNA28,0.39864196512370326
LOC606724,0.39857211909003126
SCNN1D,0.3983221528254624
APP,0.3982374777685924
ARHGAP5,0.398224254507099
MTRR,0.39816950044214433
VGLL3,0.3979684796021409
TFIP11,0.3978492503006632
C17orf51,0.39780646873970554
PLPP1,0.3977813376588886
TDRKH-AS1,0.39776730351916484
NAPEPLD,0.39752002254023244
ERBB3,0.3974716225194766
N4BP1,0.3974538483239084
HIST1H2AM,0.39729362770687704
KLHL7,0.397271754152146
ASTN2,0.3968715860669177
TRIM61,0.39683896757452525
SLC11A1,0.39671985048186087
CNEP1R1,0.3966120385735179
LSAMP,0.39660686690326913
ZNF532,0.39642372742808346
NOL10,0.39634672662151404
ZNF835,0.39544778328676616
BICC1,0.3954465360610745
WIPF1,0.395142492435429
CCDC88C,0.3951060035570072
ERLEC1,0.394988562242687
MRPL20,0.3948713852260146
PDE3B,0.39460502663436453
CDC42SE1,0.3943891774081194
SERGEF,0.3943289221853072
SHISA2,0.3943261376939179
C2orf48,0.39425083063609817
IK,0.39422278908654723
ASAP1,0.39416194468439497
POU3F2,0.39401594925974986
TXNL4B,0.39371178968401527
CKAP2,0.3935799627749875
SDHAP1,0.39357315538152987
PGRMC2,0.3932731519973121
UBALD2,0.39317573087561847
LIMD2,0.3929664025634981
TMEM161B,0.39216749873234136
CLYBL,0.3921564175084453
MED4-AS1,0.3919865297978926
BBC3,0.3919820452307165
JOSD1,0.39193645326590654
UBR3,0.3918360303957205
RCL1,0.391643564981211
SPCS2,0.3914703567953401
HIST1H4D,0.3913652088506527
ZNF37BP,0.39134114661770747
LOC105377621,0.39119893353760804
KIF3B,0.39109362641674894
B2M,0.3910158823207535
GPATCH1,0.39074182127680107
LIX1L,0.3904946762999692
ASB1,0.39039236271361477
TNRC6A,0.39029976602314076
WDR89,0.3900221187252875
HIST1H4J,0.389843833708194
SLC38A6,0.38946428829193586
ITGB2-AS1,0.38917421051215717
DNAJC24,0.38893941702830936
MKS1,0.38885480671440653
ZNF652,0.3885748440956829
LOC441601,0.3885711290147281
RNF149,0.3884278873778524
NAMPT,0.38832939572786623
LOC100128310,0.38827454099953634
NDUFB6,0.38813089178074595
AREL1,0.3881253893342468
SBDS,0.38812367069368353
SNX9,0.3874935319719751
TMEM184B,0.38733411973042814
GTPBP1,0.38733082077580866
PYGO2,0.38676548811101147
BBX,0.38625730190446467
ZNF679,0.38582003543249155
ZNFX1,0.3857686007311417
FIS1,0.3856789482644588
ZFAND4,0.3854162622117637
UBE2C,0.38540255784684163
MTFP1,0.38533766096627725
EIF3A,0.385026227030825
EIF5B,0.3849914455493829
ZBTB9,0.38498284045577336
AKT3,0.3848317185820723
NBR1,0.3847141641976593
ZNF132,0.38382478246457014
ARG2,0.3833238445557246
SDHA,0.3833197334503078
CTSK,0.3832740104112339
UFL1,0.38322774894751854
EED,0.38316663495266423
LOC440300,0.3831604270833491
SPP1,0.38308872258150156
CDCA3,0.38301504505242046
CMTR2,0.3830024474743991
GPAM,0.3826594642469445
PSMC3,0.38262539459597505
CCDC50,0.38249315411854745
HMCES,0.3824773679048058
STRIP2,0.382372680799801
DISP1,0.382372097119516
SASS6,0.38226149515426805
SLC6A4,0.3818936942866072
EGLN2,0.38175313966608543
PRPF38B,0.3816755337483662
SLIRP,0.3815794664977544
CERK,0.3814229124214222
OSBPL11,0.3811354379290759
ACADSB,0.38095712722919095
ADGRG1,0.3808395573769421
PDCL,0.3802005981664577
DCBLD1,0.38004721095161975
LINC01814,0.37983481125783797
TRIM22,0.3797845079763022
MIA3,0.378952731958685
DERL1,0.37889509846417097
TWF1,0.3784301374720225
DNAJC5B,0.3783396858325309
ASF1A,0.37820999692253543
HIST1H2AB,0.3778607537905578
TESC,0.37785970472886127
MRPS31,0.3776636867723096
NOM1,0.37742711631013615
CCDC186,0.37733498869406656
RALGAPB,0.3772826111744119
FADS2,0.3764613417131748
CDKN1C,0.3761519692936684
SNORD42A,0.37613544345011374
DBET,0.37612225854196285
PRKRIP1,0.376116959397073
PDCD4-AS1,0.3760299060123912
FAF2,0.3758378565701426
FBXO9,0.375737646949004
SLC25A42,0.3755385576383503
ABCC10,0.3752068730629946
MGST3,0.3751602765857988
SELENOK,0.3749976114723692
MRPS24,0.3749942215560202
LOC645967,0.3749480495378319
TOP1,0.37476415362712096
PARD6G,0.37454028713384674
ABCA11P,0.3744362638633517
ZNF180,0.374430975417282
DCLRE1A,0.37406378804098944
DEF6,0.37391282173821827
HSPA13,0.37384401156658115
ZNF836,0.3734097999487774
HMGA2,0.37329737535659197
SLC16A1-AS1,0.3731608597386334
DCAF11,0.3728269361906466
TCF20,0.37261768998935524
CEACAM8,0.3721825222049502
TRMT112,0.3721779589964554
C17orf97,0.37196418653290736
USP38,0.37185029292724403
DNAJC25,0.3716953899365255
TNFAIP6,0.37160668377082673
ODC1,0.3714980670109953
CREB5,0.37144040866706546
DGKH,0.37139864628841396
ANGEL1,0.37124902809664123
TTC1,0.3710567626128636
BUB1B,0.3710037270749712
PPP1R2P3,0.3709037476133038
LIN28A,0.37076414938443497
TMEM120A,0.37047914649184116
MFN1,0.3703800008617518
LIN7B,0.3703474812974395
NXPE3,0.37029096163230946
PLEKHA8,0.3702887259386996
HARS,0.37014846858435996
WHAMMP3,0.3700890043364607
SUPT20HL1,0.3699748534118842
TXNDC9,0.36978897615174044
MND1,0.3696887031868171
ISOC1,0.3695901525317841
GRIA4,0.36938886556083345
SNORA31,0.36936900095972097
TAMM41,0.3692403643654902
S100A11,0.3691020498991826
IRF9,0.3690983725303489
CFLAR,0.36903237797541016
IRF3,0.36896837953265915
ZNF790,0.36875539259288104
ATP8A1,0.368703756757574
SART3,0.3685764117463064
MED6,0.36852705260398283
RIC8B,0.36832973803495045
SDAD1,0.36828519245191704
SNORD27,0.36801858354662104
SMIM14,0.3676633200309797
KLHL35,0.36759507996752355
CHST15,0.3675266267068249
RNF20,0.3675163138345996
GBP4,0.36751551705364516
ZBTB4,0.3674839408077511
JADE2,0.3673428553908211
MAST3,0.36728657484732996
INIP,0.36700425319464386
SNORD2,0.36696660573415696
PLAG1,0.36695540655162995
CAB39,0.3668794080001172
MINOS1,0.3666355751115184
SMC6,0.3666223639665006
RNF25,0.36646795401315935
FAM103A1,0.36644155220048663
TUFT1,0.36639149859802955
CCDC163,0.36608834318238853
CYP1B1,0.3660881029710198
ZNF524,0.3660269472774854
C2orf15,0.36561348550605066
SYS1,0.3654844099967113
ZSWIM3,0.3652860107783387
RGS10,0.36514774734243743
ZNF449,0.3651341964829914
MRPL46,0.3648941743184848
UMAD1,0.3642142793618103
FUZ,0.3641551115770034
SRPRB,0.3640653062968049
ATF1,0.3638965460865343
ANKRD9,0.363857448973734
LINC01184,0.36380402487210456
CORO1B,0.36378854162999946
MATK,0.3633202769940937
