Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,-log10_padj
GMCL1,64.14862991842854,0.2520121710132154,0.22740467344032267,1.1082101664869715,0.26777106120329697,0.6104251021405759,0.21436761545786048
CD1C,4.011497140751568,0.8634304651778099,0.7794895684100573,1.1076870046368532,0.2679970136347608,0.6106512435855587,0.21420675412735932
HIST1H4B,8.572731020295599,0.44794545703901695,0.4043725021845572,1.1077544952217668,0.26796785724408667,0.6106512435855587,0.21420675412735932
ZSCAN32,8.770450789758474,0.3524044739620854,0.3181356178414668,1.1077177599702006,0.2679837268517187,0.6106512435855587,0.21420675412735932
MGEA5,170.98388610684228,0.18831641837519023,0.17004296167282623,1.1074637639958502,0.2680934706362994,0.6107747369335491,0.21411893467596047
EPDR1,11.601868276388679,-0.5687037854801471,0.5136768630421917,-1.1071236148579184,0.26824048689051094,0.6110133580817265,0.2139492950311492
LILRB3,41.569983966748794,0.6383845738591378,0.5767157950054754,1.1069309690973124,0.26832377510032135,0.6111067635557744,0.2138829096058226
OVCA2,2.0997932718648222,0.5135924340204661,0.4642425263019511,1.1063019971729537,0.26859582765164447,0.611533632175365,0.21357965331858425
LINC01089,24.28439370682545,-0.18440894927072457,0.16668369907165517,-1.1063406337739694,0.26857911049960004,0.611533632175365,0.21357965331858425
CST7,57.94865488087617,0.407010100897883,0.36800578220909214,1.1059883310926608,0.2687315700646382,0.6116056030852329,0.21352854455165374
RNF187,23.622086921756456,0.2428729061182726,0.21960222899206067,1.1059673994795984,0.26874063012453353,0.6116056030852329,0.21352854455165374
CTSK,2.8740840438704964,0.3832740104112339,0.3465608720316103,1.1059356128820998,0.26875438906762017,0.6116056030852329,0.21352854455165374
BECN1,31.035205603484037,0.24891188526479044,0.2250986556402396,1.1057901903359653,0.26881734190826434,0.6116525570844056,0.21349520430767588
ZCWPW1,9.924978425742049,-0.3219651298189251,0.291195058126017,-1.105668248255752,0.268870137952807,0.6116763897106752,0.21347828264795946
TMEM184B,6.1972100298169535,0.38733411973042814,0.35039021460709996,1.1054364636431249,0.26897051104733694,0.6118084350278817,0.21338453967430404
PPP4R3B,177.4265277327749,0.15377213351655153,0.13916575939484915,1.1049566659587602,0.26917836661456984,0.6118960259012863,0.21332236741905086
RNF41,36.19333846850365,-0.18562555223036076,0.16799012821838535,-1.1049789306015025,0.26916871879804694,0.6118960259012863,0.21332236741905086
PSMC5,93.75628877479659,0.1771961666321433,0.16034920397244973,1.1050642113732483,0.2691317667408434,0.6118960259012863,0.21332236741905086
ZNF687,17.799687395487627,-0.24324001253645366,0.2201144264743613,-1.1050616555784272,0.2691328741130905,0.6118960259012863,0.21332236741905086
JAM2,3.181136576764705,-0.5684870584257903,0.5145464765588855,-1.104831311308633,0.26923269029336694,0.6119232698238768,0.21330303141856496
ZC3H10,4.230534345596403,-0.43839818443893125,0.3968458477844584,-1.1047064921718457,0.26928678937812933,0.6119499947927836,0.21328406457475418
TPGS1,4.297451520587522,0.41708510348667355,0.3776603087986112,1.1043922111208297,0.2694230380472611,0.6120671438065175,0.21320093310743074
KRT8,2.98474929093811,-0.714461152417312,0.6468954429992455,-1.1044461050843193,0.26939967031082923,0.6120671438065175,0.21320093310743074
MITD1,73.07125196608416,0.2470833634440646,0.2237511453777678,1.1042775357726284,0.2694727644467052,0.6120839013905752,0.2131890428651027
GALNT4,33.93432161709324,0.20625321423045348,0.1868689542433035,1.1037318374560583,0.2697094806017485,0.6124738757272854,0.21291243083191433
TSPO,364.44366942468093,-0.32204516038922154,0.29179046380850965,-1.1036863788686626,0.26972920632423525,0.6124738757272854,0.21291243083191433
GPR35,3.7810445865357867,-0.6334079250517146,0.5740775898076672,-1.1033489833036765,0.26987564240690787,0.6126138934674162,0.21281315805538153
PAPSS1,51.67358683887046,-0.25861126384270694,0.23438210367919057,-1.1033746168465146,0.26986451504872166,0.6126138934674162,0.21281315805538153
STAP1,26.13316586642187,-0.4462113409537841,0.40451189413835204,-1.103085836089581,0.269989891140644,0.6126807813873022,0.2127657424334296
LYSMD2,44.313314671062265,-0.2948617964378442,0.26728777461000547,-1.1031623008873916,0.26995668955059704,0.6126807813873022,0.2127657424334296
LINC01094,2.5935567097268306,-0.6065790004270619,0.5504070861486287,-1.1020552163880841,0.2704376672387535,0.6131193105257576,0.21245500531672296
RNF216,80.461325627052,0.15345318605517969,0.13918335363635825,1.1025254245281655,0.27023331153486696,0.6131193105257576,0.21245500531672296
C3AR1,12.013342526731947,-0.64336537005964,0.5837310827970859,-1.1021605479303969,0.2703918802172851,0.6131193105257576,0.21245500531672296
PAFAH1B1,187.15721492538637,-0.17645968254101863,0.16010015071105074,-1.1021831132407467,0.27038207189672625,0.6131193105257576,0.21245500531672296
AKT3,46.76557910482478,0.3848317185820723,0.3491135046030688,1.1023111781929318,0.2703264113356457,0.6131193105257576,0.21245500531672296
ZNF592,21.0748502979316,-0.2311797124419455,0.20977125412814032,-1.102056205950543,0.27043723705685596,0.6131193105257576,0.21245500531672296
BRF1,18.21898922002172,-0.21886245721962433,0.19866186854833962,-1.101683271273417,0.2705993921859632,0.6133897451793798,0.21226348894896271
RAD23B,117.49388071781692,0.20718021733789277,0.18809393250877776,1.1014720920262768,0.27069124424591473,0.6135017332736719,0.21218420596040324
MARVELD1,7.2853727395091745,-0.4660773789123347,0.42318903605188596,-1.1013455907567282,0.2707462759949365,0.6135302488169987,0.21216402043419316
CPNE3,123.41536449077928,0.2275805259492401,0.2067138735233973,1.100944615231551,0.27092076273853294,0.613829406468101,0.21195230984210012
TRPM8,1.4009032715037504,-0.6998936459110672,0.6358934993497031,-1.1006460148229444,0.27105075042660864,0.6140276639366418,0.21181206204387187
PPP6C,59.849264212997134,0.17945716090091093,0.16306646507725034,1.1005154298027846,0.2711076105453455,0.614060224919586,0.21178903265753943
EDEM2,20.671699063970404,-0.28723388443446307,0.2610756990600257,-1.1001938727680018,0.271247659690668,0.6142287554656694,0.21166985567586125
GTPBP8,31.795110903767235,0.2159919711438423,0.19633273519510114,1.1001322368845177,0.27127450989681956,0.6142287554656694,0.21166985567586125
PDE12,32.91672691521313,0.1820617943415702,0.16550291422094196,1.1000518945456306,0.2713095118586337,0.6142287554656694,0.21166985567586125
NDUFAF7,38.34781139144683,0.1547598080033732,0.1407151774455571,1.0998089247568905,0.27141538295734957,0.6143722051499723,0.21156844047498854
KYAT3,17.871826644754826,0.25581256607645614,0.23265942044288887,1.0995151865739763,0.2715434135404746,0.6143733493895553,0.21156763162252096
EWSR1,140.49362753887297,-0.13558943468134396,0.12331543101546685,-1.0995333963057523,0.27153547532913513,0.6143733493895553,0.21156763162252096
TRAPPC10,74.47441732317822,0.19692031274403346,0.17907249058447583,1.0996681405463453,0.2714767408936506,0.6143733493895553,0.21156763162252096
PABPC1P2,20.38959343570449,-0.46133303317610447,0.4197774620780742,-1.0989942882886394,0.2717705572625071,0.6146948144154953,0.21134045058539774
FAM161A,10.29824636847774,-0.31633414443527363,0.2878237344666914,-1.099055104060161,0.27174403113578494,0.6146948144154953,0.21134045058539774
CCT6P3,15.044322031012582,0.22652475975544747,0.20618182285338982,1.098665035649253,0.27191419877402057,0.6149234728338162,0.21117892876762404
PHLPP2,11.05098083161575,0.30102347426350534,0.2740809596122389,1.0983013000588726,0.2720729444210471,0.6151862117830716,0.21099340697390945
LOC440300,4.65455002720376,0.3831604270833491,0.34892942371511465,1.0981029430071296,0.2721595404012207,0.6152857558922012,0.21092313888405292
LOC729080,6.257296854274988,-0.4912798609060665,0.44748286317721186,-1.0978741340347378,0.2722594540905089,0.6154153722192877,0.21083165988149005
ATP2B4,114.9070591068516,0.3067089708363856,0.2793967515372421,1.097754247853175,0.2723118146409842,0.6154374756850891,0.21081606189470245
IFNAR2,94.26906379271017,0.2127812111065729,0.19392364789984332,1.0972422054295774,0.27253552785814084,0.6157505055703782,0.21059522290528573
ZNF622,52.73200591967175,0.22376548364502694,0.20391838288754524,1.0973286492195593,0.2724977514279272,0.6157505055703782,0.21059522290528573
RPS5,1972.5703651377337,-0.2421676931337094,0.22086584574414334,-1.0964469962197898,0.2728832069312336,0.6163891331939093,0.2101450264031994
SDHAP2,14.218109499272783,0.29099735040982433,0.2654115112327498,1.096400638609217,0.27290348462657066,0.6163891331939093,0.2101450264031994
STXBP4,11.354655590285141,-0.31254917961054135,0.2851839198721955,-1.0959565313170867,0.2730977977869057,0.6167316361584606,0.20990377322660525
KCTD17,2.003419907357526,0.5422406515629934,0.4948373131498819,1.0957958043045826,0.2731681450382293,0.6167941259549333,0.20985977094527455
L2HGDH,13.032875722700483,0.24268279552272642,0.22152462761421268,1.0955115832329076,0.2732925736928554,0.6168971249467986,0.2097872537836591
GEMIN4,6.446050164895715,-0.44063551830600406,0.4022244452286545,-1.0954966152181869,0.27329912758834507,0.6168971249467986,0.2097872537836591
TOM1,27.82534506157192,-0.3145165122533824,0.28715788845074086,-1.0952738019848431,0.27339670130612015,0.61702100624256,0.20970005032666947
NME7,16.40607850580669,-0.28773414961484256,0.26274946699983526,-1.0950893750624544,0.2734774830172192,0.6171069573845229,0.20963955723708994
TLR1,21.168730949926804,0.4141441390446456,0.3783328014075984,1.0946556510664949,0.27366752483029455,0.6174393906294485,0.20940566739148936
CHCHD2,395.9376285997992,-0.1681271440006174,0.15360603195942338,-1.0945347774170089,0.2737205032728648,0.617462530638788,0.20938939147808214
LINC01176,1.9347028066282763,-0.5960322510496149,0.5447372701052972,-1.0941646253328736,0.2738827830675945,0.6177321884637864,0.20919976808438037
LINC02384,3.369293613086309,0.6428991427720995,0.5876554133550183,1.0940070118671859,0.27395190294661975,0.6177916762814004,0.20915794739327537
MOB2,10.788897289598166,0.32648041356949214,0.29851002645915975,1.0936999920642838,0.2740865777698931,0.6179989560855327,0.20901225851421917
HSD17B10,42.78125026109666,0.18469596789295678,0.16891842263022852,1.0934033423770841,0.274216746686026,0.6180032184395968,0.20900926318478025
FBN1,4.754900015650242,0.6491355128035909,0.5936434392715344,1.0934771107723371,0.27418437340981583,0.6180032184395968,0.20900926318478025
ACSF3,20.857031249390943,-0.2713020406397771,0.24812394182706526,-1.093413391073991,0.2742123366595891,0.6180032184395968,0.20900926318478025
NADSYN1,25.99501790389748,-0.20795057131632644,0.1903553411230884,-1.0924336038559619,0.27464255945058624,0.6184806655873049,0.20867387236467494
CKAP5,80.11362129295175,0.23658090790378355,0.21655460095445891,1.0924769405085792,0.2746235206669203,0.6184806655873049,0.20867387236467494
CDC23,31.91651748520809,-0.20504022621789678,0.18767557075957722,-1.0925248575935578,0.27460247064374443,0.6184806655873049,0.20867387236467494
SCN1B,3.878137099097637,-0.5251374742653233,0.48057035773277856,-1.092737963995121,0.2745088661374373,0.6184806655873049,0.20867387236467494
MIER2,4.216197722456232,-0.44890656807760854,0.41082901017246554,-1.0926846862376105,0.27453226572891376,0.6184806655873049,0.20867387236467494
ANKFY1,27.59066498737997,0.22899047434095784,0.20965394986727462,1.092230670998207,0.2747317244940015,0.6185344231723161,0.20863612565849865
CCL28,20.486892357022896,-0.3540318900671846,0.32415026688424986,-1.0921844781130634,0.2747520235775458,0.6185344231723161,0.20863612565849865
KLF13,78.07070866371373,0.2445909322581097,0.22398115244577166,1.0920156878705582,0.2748262057699913,0.6186050696143411,0.20858652517262002
MRPL17,32.30397617636313,0.26385276541231345,0.24166495289129494,1.091812289103414,0.27491561634741823,0.6187099662206844,0.20851288827967843
RPUSD4,19.225351781568456,-0.3442370936016694,0.3153733594042159,-1.0915224236187264,0.2750430705123227,0.6189004356398256,0.20837921161013356
LILRA6,8.411261899982506,0.7164993851577934,0.6569003872254546,1.0907276035930906,0.27539276065680396,0.6195097079846371,0.2079518836525281
DGKH,27.28324179719211,0.37139864628841396,0.3405102308738675,1.0907121508075575,0.2753995622916553,0.6195097079846371,0.2079518836525281
KHK,2.862415469377914,0.49180166660062735,0.45101336399307146,1.090437015538596,0.275520683897886,0.6196857211914326,0.20782851075561826
TMED10P1,12.839201482548994,-0.24840572191319094,0.22786612597226139,-1.090138873662292,0.27565197463287916,0.6198845479024432,0.20768918933699385
KIF3C,1.656671491336358,-0.633957641528598,0.5815976071991084,-1.0900279397325034,0.27570083675646917,0.6198979766087818,0.20767978121428382
PRPF38A,84.01514905283085,-0.11992144653693063,0.11009734688042569,-1.0892310299463863,0.276052018517018,0.6200124046039567,0.20759962147407388
STK17B,620.9631967270972,-0.2688683764520349,0.24683593588379577,-1.0892594527994963,0.2760394879056759,0.6200124046039567,0.20759962147407388
TMEM185B,10.142497062932565,-0.3146713901380257,0.28884673141868233,-1.0894060964183478,0.27597484418436713,0.6200124046039567,0.20759962147407388
CD69,286.9916933284679,-0.43526612318120317,0.3994450374217825,-1.0896771330309367,0.275855392485465,0.6200124046039567,0.20759962147407388
VCP,153.30785815171924,0.12818762729856273,0.11765819236429788,1.0894917278829441,0.27593710073348854,0.6200124046039567,0.20759962147407388
ZNF529,34.143886621208715,-0.20141938590097733,0.18485751147840065,-1.0895926505237619,0.2758926219701341,0.6200124046039567,0.20759962147407388
SMAD2,74.12925680467171,-0.17513587849907394,0.1607054819222711,-1.0897940530975938,0.27580387417299435,0.6200124046039567,0.20759962147407388
DZIP3,29.87942560106166,0.28138064870267837,0.2584412185726427,1.0887607257724947,0.2762594149925218,0.6203818093360655,0.20734094493449673
PDK4,20.861825850420594,-0.800329962366544,0.7352290367062526,-1.0885450960314849,0.27635453970963597,0.6204990154456064,0.20725890326578242
RXRB,23.160904896127207,-0.25640109282295453,0.23557378535025564,-1.088410972561028,0.2764137193298182,0.6205354901326284,0.207233374958171
HDAC2-AS2,1.9617295009645812,0.8989424033310791,0.8260752927391912,1.0882088003749235,0.2765029405748244,0.6206393850175396,0.20716066807983557
HMGB3,40.88753638511332,0.3211966257069126,0.29522948852638153,1.0879557706452168,0.27661463358287985,0.6207331302703695,0.2070950744798732
MALAT1,25430.91098485981,-0.24612493757410248,0.22625472120502027,-1.0878223281408428,0.276673550487907,0.6207331302703695,0.2070950744798732
SLCO5A1,3.5056347188688823,-1.060307153237954,0.9746262005669195,-1.0879116040808217,0.27663413284908767,0.6207331302703695,0.2070950744798732
RTKN,1.521926854571033,-0.6609759031994565,0.6077121878670632,-1.087646284533699,0.2767512895156802,0.6207572263681937,0.20707821602863216
ZNF615,9.702565859432253,0.3079738494728116,0.2831927184823377,1.0875062435336575,0.2768131407972745,0.6207572263681937,0.20707821602863216
ZFP28,5.2368288904734825,-0.3868721180739115,0.35573028202634915,-1.0875433934670076,0.2767967320344775,0.6207572263681937,0.20707821602863216
AGL,51.07466446871301,0.2012494504824968,0.18512367954800368,1.0871080942960167,0.2769890410542605,0.6209589902834228,0.2069370807923724
EXT2,13.804087493650977,-0.2566855113980619,0.2360986768205762,-1.087195891373549,0.2769502462186778,0.6209589902834228,0.2069370807923724
NDUFC1,113.61024803863769,0.2346513814282338,0.21593126692493567,1.0866947838073207,0.2771717200294912,0.620983238193495,0.20692012230058124
CEP97,31.57892564544332,0.2204974432696168,0.20287853183969656,1.0868446319586034,0.2771054792084394,0.620983238193495,0.20692012230058124
CACNA1C-AS2,2.595255495817165,-0.5580506516464234,0.5135149453046168,-1.0867271863244177,0.27715739548630547,0.620983238193495,0.20692012230058124
HNRNPA0,174.35742462654488,-0.1384904020792667,0.12741877523897194,-1.0868916438690457,0.2770846996766,0.620983238193495,0.20692012230058124
LARP1B,101.85274407776414,0.18185933739112137,0.16738240143194652,1.086490191533432,0.2772621780717106,0.6210896248714249,0.2068457254617807
BNIP3,39.09234683958037,0.2540948594669516,0.2339678624236977,1.0860246225048014,0.2774680988342175,0.6211658042829842,0.20679246057383602
SLC7A6OS,8.734757238671481,0.2916245938993139,0.2685096571362164,1.0860860536996297,0.2774409219079609,0.6211658042829842,0.20679246057383602
ATP6V1C1,37.646638944237154,0.2657649370249532,0.24470730245906372,1.0860523341734443,0.277455839073239,0.6211658042829842,0.20679246057383602
FAM189B,5.530271568077533,-0.3305074533762427,0.30431323693599804,-1.0860764937601242,0.27744515106960266,0.6211658042829842,0.20679246057383602
VAMP1,10.784326807459127,0.3051696034055251,0.2810413876644956,1.0858528914247805,0.27754408162827515,0.6212396796923434,0.20674081289023405
PNKP,9.434439514604108,-0.2767960436668277,0.25496359597802837,-1.0856296664825857,0.2776428691756172,0.6212468316052429,0.2067358131799288
HMGXB3,34.42617447101953,-0.16174171187248373,0.14897197587668562,-1.0857190483018664,0.2776033106379946,0.6212468316052429,0.2067358131799288
ZNF354C,36.95195822630829,0.21880717915665757,0.20156262982702933,1.085554298157484,0.27767622861481134,0.6212468316052429,0.2067358131799288
MARK3,113.45918564693058,0.15152240402184827,0.13960421441306425,1.0853712737748746,0.2777572500134099,0.6213319198953433,0.20667633465612764
CLN5,36.060953280963744,-0.2187310609289532,0.20155465477621112,-1.0852195955077955,0.27782440728265156,0.6213859731439436,0.20663855451673743
LINC01252,2.306194659577623,-0.5913101104853877,0.5452395383695611,-1.0844960221586135,0.27814492973899285,0.621857937827292,0.20630881766354386
MICAL1,53.58027644301639,-0.2967491934218562,0.2736643039198351,-1.084354770320295,0.27820752964721995,0.621857937827292,0.20630881766354386
RNF25,5.1132760877015375,0.36646795401315935,0.3379466885930573,1.0843957534806512,0.2781893657663911,0.621857937827292,0.20630881766354386
F13A1,57.67295044294875,-0.8067274447392396,0.7439489161606856,-1.0843855367147204,0.2781938937974552,0.621857937827292,0.20630881766354386
ADCY6,2.2882109792582184,-0.6830517562199044,0.6300294954458673,-1.0841583785478388,0.27829458237411187,0.621860173013766,0.20630725665202013
XRCC3,7.491587231941646,0.3565923374626373,0.3288833570871173,1.0842516952543155,0.27825321644721557,0.621860173013766,0.20630725665202013
GNAS,313.91261082404304,-0.11068596147469122,0.10212230809765033,-1.0838568334046292,0.2784282815254786,0.6220627535767108,0.2061658015513464
PPIG,274.95558081700887,0.16940250175765237,0.15631488431791418,1.083725983592967,0.27848631134038315,0.6220962376820027,0.20614242517860717
KDM2A,109.19514300040352,0.1950597607470698,0.1800355917634767,1.0834511045089976,0.27860824265458195,0.622176287250722,0.2060865449991049
CIB1,83.94878672502841,0.32894435193155624,0.30358229116113455,1.083542622573331,0.278567642888788,0.622176287250722,0.2060865449991049
CNTRL,260.31390412779456,-0.14446989509431435,0.13338986463884403,-1.083065010115047,0.2787795683715919,0.6223374878978862,0.20597403752296095
ZNF891,6.888044865147628,-0.33827013227578445,0.3123742073314263,-1.0829003302339966,0.27885266530316966,0.6223374878978862,0.20597403752296095
FARSA,27.07960882370559,-0.40866150412022484,0.37731100301574333,-1.0830892840492474,0.27876879493314166,0.6223374878978862,0.20597403752296095
MAPK11,2.163824814458083,-0.6278826772828129,0.5798121023339171,-1.0829071603634992,0.2788496333348446,0.6223374878978862,0.20597403752296095
SRF,28.63342027083544,0.15443288873550176,0.14262579657764626,1.082783707023348,0.27890443906771856,0.6223569334330302,0.20596046778493265
NDUFAF3,47.64135890209642,-0.24552141357291832,0.22687822147521794,-1.0821726826686042,0.2791758043850987,0.6227945283230149,0.20565521166197798
ZKSCAN8,41.2005561233383,-0.2597003036911999,0.24005045307816358,-1.0818571694452834,0.27931599893377035,0.6227945283230149,0.20565521166197798
SASH3,50.57557675582397,0.2611317437025848,0.24130982764554024,1.082143011954577,0.2791889861752579,0.6227945283230149,0.20565521166197798
BEST1,6.975100656174709,-0.3925987800772285,0.36287990251581953,-1.0818972815947374,0.27929817292158743,0.6227945283230149,0.20565521166197798
PPP3CA,125.61804407312691,-0.14656175004866562,0.13545756374872595,-1.0819753876611717,0.2792634644685611,0.6227945283230149,0.20565521166197798
LOC606724,21.703482178558225,0.39857211909003126,0.36848075724657325,1.0816633195945209,0.27940215754623654,0.6228905418811903,0.2055882635069692
TRIM41,11.907760655824069,0.23464439747138113,0.21694904541783272,1.0815645536465397,0.2794460620621404,0.6228923403738611,0.2055870095558132
ZNF767P,6.550987573329811,-0.4030238223173911,0.3727891886519142,-1.0811038371976716,0.27965092672975067,0.6232528672359423,0.20533571487491697
ZNF438,16.73543681078805,-0.45758324982943593,0.42337778808214194,-1.080791819292744,0.27978972826627846,0.6234369484177713,0.20520746253649608
PDIA3,624.1690060269386,-0.18761853697417824,0.17366409436599625,-1.0803530669890407,0.27998498695176066,0.6234369484177713,0.20520746253649608
PRDX6,121.10043760212353,-0.23518293781429683,0.21762473457945197,-1.080681101202835,0.27983899259379563,0.6234369484177713,0.20520746253649608
TROAP,13.194885982218281,0.4355074394678253,0.4031220053029534,1.0803365575157169,0.2799923359980456,0.6234369484177713,0.20520746253649608
MANEA-AS1,9.86004412070801,-0.3098688206599293,0.28676752474535516,-1.0805575733691872,0.27989396361041297,0.6234369484177713,0.20520746253649608
TUBD1,17.506800664055756,0.35706735584300764,0.3304941894679686,1.0804043375704024,0.27996216514074557,0.6234369484177713,0.20520746253649608
SLC26A1,1.6692371653799627,-0.7313129379996925,0.6771123547871405,-1.0800466611329087,0.2801214021720979,0.6236282540963233,0.20507421689539226
CELF4,15.370051663909557,-0.4980703911025812,0.46126444137799416,-1.079793598688492,0.2802341023701582,0.6237830712391648,0.20496641567566673
CNOT6,45.277469465780314,0.23820150808726007,0.2206434454219243,1.0795766338390904,0.28033075119325646,0.6238573058194947,0.20491473464764845
LOC100129034,48.50356479049043,-0.18005736753369925,0.16679315188382512,-1.079524941522257,0.28035378131167354,0.6238573058194947,0.20491473464764845
ANKRD42,127.75000023632288,-0.3113626084809008,0.288453539788474,-1.0794203070249242,0.28040040232521357,0.6238649961216614,0.20490938112340676
DDX56,19.341182158278098,-0.2811215635681743,0.2604952788995902,-1.079181030672478,0.28050703423957646,0.6238756313089463,0.20490197765661178
SLC20A2,7.569839538015718,-0.2911197974166989,0.2697754334225876,-1.0791190054754787,0.28053467985033154,0.6238756313089463,0.20490197765661178
USP20,19.268011380065126,0.30767879293231587,0.28509293081393117,1.0792228065911798,0.28048841509513045,0.6238756313089463,0.20490197765661178
SLC30A5,48.54278401438149,-0.2162548078393667,0.20047150899822824,-1.0787308826077524,0.28070771436646846,0.6240683888230377,0.20476781534799765
MRPL41,69.80981787992458,0.25006839968608074,0.2318165344742451,1.078734095707325,0.28070628159189426,0.6240683888230377,0.20476781534799765
BAX,35.30378516506223,-0.28435847239863365,0.26369449902791736,-1.078363308475876,0.2808716545697706,0.6241580707466877,0.20470540942103452
UBL3,63.91350801712759,0.2322825175004362,0.2154055049711353,1.0783499592155847,0.2808776096406599,0.6241580707466877,0.20470540942103452
TTLL7,8.970560779341108,0.6179287662206561,0.5729556178604484,1.0784932496659132,0.2808136926154865,0.6241580707466877,0.20470540942103452
TIMP1,68.51467144426181,-0.45687639208264397,0.4238021088830832,-1.0780418089157862,0.28101509853096973,0.6242716291220574,0.20462640172690785
FAM118B,10.166650045518884,-0.3413356200244987,0.3166249078629385,-1.0780441195493597,0.28101406741457646,0.6242716291220574,0.20462640172690785
SZRD1,121.04949432104989,-0.16806994154042249,0.15595574927747147,-1.0776771123801139,0.2811778759497148,0.6245372431383475,0.2044416581590284
VASN,3.999913239652982,0.4653738940005196,0.4320269939717902,1.077187075099541,0.281396698288392,0.6249272403752504,0.2041705441647056
ZNF561,16.98780909346304,0.23303758082491746,0.21644732176520204,1.0766480219039727,0.2816375417547484,0.6252856222807368,0.2039215573035414
LOC730101,4.265798492971295,0.5693411985727092,0.5288167891001019,1.0766322293616442,0.2816445998095618,0.6252856222807368,0.2039215573035414
SFTPB,1.6243090358708163,0.6209654812907979,0.5771544994081096,1.075908585877123,0.28196814166932704,0.6259077793805535,0.2034896505859416
CSE1L,56.24985038747596,0.1906226927472035,0.1771986674073672,1.07575692038911,0.2820359834303797,0.6259449718625728,0.20346384485168414
MIF-AS1,242.10106797887138,-0.2633597813843249,0.2448756129761023,-1.0754839086815333,0.28215813268419443,0.6259449718625728,0.20346384485168414
SNX10,78.56340575707182,-0.38547034873440583,0.3584135409034807,-1.0754904732748682,0.282155195172502,0.6259449718625728,0.20346384485168414
TTYH2,9.53372141080196,-0.33823779693099465,0.3144741799583017,-1.075566194260667,0.28212131318963407,0.6259449718625728,0.20346384485168414
PACRGL,10.095441372063288,-0.2797430454955195,0.2601659884568723,-1.0752483333996308,0.2822635611877037,0.6259866886367779,0.2034349017944576
HLA-DOB,3.641753044950091,-0.6031142734292928,0.5608949666139172,-1.0752713240952232,0.28225327083945884,0.6259866886367779,0.2034349017944576
COQ5,15.605657924637272,-0.32978657791185745,0.3068453239645988,-1.0747648803991727,0.28248000763271486,0.626370596857261,0.20316863716076727
AUH,20.866811012977397,0.25080544838802454,0.2333809106055743,1.0746613668497447,0.28252636624176863,0.6263772927277622,0.20316399459918819
ALDH1L2,4.013104098056275,0.6417453121875702,0.5972283636357897,1.074539240368243,0.2825810672960164,0.6264024793910008,0.203146531946762
ANXA3,3.8523445133535024,-0.8181087085478553,0.7618666169356042,-1.073821441131611,0.2829027182178039,0.6264696523081791,0.20309996242613218
NUP205,33.01794145323504,0.17214323462354242,0.1602551669217209,1.074182117994538,0.28274106536082577,0.6264696523081791,0.20309996242613218
GTF2A2,144.32895098907915,0.17628187041430007,0.16410378748835644,1.0742096395965737,0.2827287329419106,0.6264696523081791,0.20309996242613218
CRACR2A,7.962734947443119,-0.315047956183806,0.2933968750707964,-1.0737945184582662,0.28291478728398844,0.6264696523081791,0.20309996242613218
RALY-AS1,2.831737349787553,0.43103703846235236,0.4013939917669115,1.0738502501369143,0.28288980392124485,0.6264696523081791,0.20309996242613218
TCTN3,14.411195438452177,-0.2755672904676276,0.25662454723756084,-1.0738150088679213,0.28290560168190637,0.6264696523081791,0.20309996242613218
EMC4,97.87956763563903,0.14132154377152287,0.13159890300713825,1.073880864826489,0.2828760806232118,0.6264696523081791,0.20309996242613218
GAPT,122.22779512726237,-0.5131055043612244,0.4779254128614526,-1.0736100038898124,0.2829975120311079,0.6265568384475494,0.2030395256204183
SPATA9,3.3130472314424275,0.6432444944039798,0.5994296916009941,1.0730941483495127,0.28322887622710036,0.6269598888461123,0.20276024323631328
ANGEL1,7.815390659747679,0.37124902809664123,0.34599715195835873,1.0729829017243517,0.2832787877748735,0.6269598888461123,0.20276024323631328
ITPA,48.041620000755,-0.23254793953301092,0.21674424567214948,-1.0729140181408385,0.2833096958454272,0.6269598888461123,0.20276024323631328
DPH3,58.76323229040102,0.19216930253752718,0.17913751222852067,1.072747411454404,0.28338446172607257,0.627029336394202,0.20271213965401635
HDAC6,26.15728920584409,-0.1773424750948016,0.16539498426158417,-1.072236113365576,0.2836139936502471,0.6273451255321428,0.20249347212352564
AP4S1,24.396442833854103,-0.2680574189495594,0.2499889291898572,-1.07227715970566,0.2835955624816966,0.6273451255321428,0.20249347212352564
LINC02447,2.4476823113399777,0.5344979018994586,0.49858960431799926,1.0720197478456792,0.28371116235548854,0.6273680277729308,0.20247761779574988
GRAP,8.319057472800369,0.550477904098222,0.5134842514868475,1.0720443762476752,0.28370010072280283,0.6273680277729308,0.20247761779574988
MYOZ3,2.4781079722137536,-0.5805482224063676,0.5416969781229676,-1.0717213605621787,0.28384520361471455,0.6273822322112927,0.2024677849080492
ATP9A,2.3763904812395804,0.7440134651739841,0.6942023043576805,1.0717530905668657,0.28383094785436136,0.6273822322112927,0.2024677849080492
EZH2,120.5745881914284,0.2528769879721597,0.23595532080265683,1.0717155566229228,0.2838478112799864,0.6273822322112927,0.2024677849080492
SLC35A3,39.08293653575383,0.14285066359759943,0.13332149357434558,1.0714751220360426,0.2839558509448121,0.6275250632577017,0.20236892384350408
FOCAD,11.45365558547836,-0.2934516380487868,0.2739110285936407,-1.0713392576979275,0.2840169141109128,0.6275640513140227,0.20234194201802383
ARID4A,194.2990368437162,-0.22653323021003624,0.21157812840041684,-1.0706835906087442,0.2843117235235758,0.6276397342425907,0.2022895701582997
