Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
VSIG1,12.76490595436378,1.92896859342768,0.45621542513052504,4.228196784174481,2.3557171532111684e-05,0.002009785302150604
TXK,23.28975571365806,1.9261641414512611,0.4933903103116617,3.9039358925280756,9.464085962462306e-05,0.004652531782839037
CD274,3.8792626282528357,1.9238074521740098,0.5303149485647217,3.627669665697196,0.0002859908378615831,0.010106175011279854
CTTN,7.82775459253745,1.9224666687149459,0.5245609316682971,3.6649063105038975,0.00024742914267359176,0.009078043513378943
MAF,47.926312640014636,1.9167910708416218,0.46712952382710754,4.103339594418482,4.0722882546909686e-05,0.002807560628131791
OPTN,95.32943460917778,1.9160781616489706,0.40049711720350717,4.784249572201893,1.7162732810738451e-06,0.0004268073785104008
APOE,5.236161912775159,1.912654332323504,0.49853730936409346,3.8365319834601337,0.00012478395154237262,0.005637264838463107
PTPRS,5.406305890084405,1.9124930510828995,0.5073387991623896,3.769656596815389,0.0001634723149006714,0.006888237222330624
TFR2,15.810809361820754,1.912233841740188,0.5197403825684488,3.679209670586547,0.0002339578644582161,0.008754214215448551
TRPC1,2.734042731360393,1.9118626872414857,0.5189242895947788,3.6842805888589925,0.00022934948762447634,0.008632260793324367
SLAMF7,66.01183511125616,1.9114182833214985,0.5652090430786959,3.381789988550069,0.0007201517767508263,0.018686451758311837
AGFG2,11.17426942601868,1.9092297162930818,0.4137708215894234,4.6142202801036865,3.945737758853094e-06,0.0006935834768046235
MYH10,33.3598734129046,1.9091819380854231,0.4166267143185819,4.5824760450323145,4.595023611006266e-06,0.0007298008379106985
SCARNA22,9.821402133584604,1.9035508874333387,0.5288855003344788,3.599173897241447,0.0003192296727596474,0.0106554883611898
