Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Glycerophospholipid metabolism	1/98	8.925398e-01	9.912934e-01	0	0	4.476712e-01	5.089313e-02	DGKA
KEGG_2021_Human	mRNA surveillance pathway	1/98	8.925398e-01	9.912934e-01	0	0	4.476712e-01	5.089313e-02	PPP2R2B
KEGG_2021_Human	Thermogenesis	3/232	8.958876e-01	9.912934e-01	0	0	5.675485e-01	6.239645e-02	ACSL6;DPF3;PRKG2
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	1/100	8.973339e-01	9.912934e-01	0	0	4.385823e-01	4.751042e-02	CCL2
KEGG_2021_Human	Progesterone-mediated oocyte maturation	1/100	8.973339e-01	9.912934e-01	0	0	4.385823e-01	4.751042e-02	CDC25B
KEGG_2021_Human	Amoebiasis	1/102	9.019145e-01	9.912934e-01	0	0	4.298533e-01	4.437613e-02	IFNG
KEGG_2021_Human	Longevity regulating pathway	1/102	9.019145e-01	9.912934e-01	0	0	4.298533e-01	4.437613e-02	CAMK4
KEGG_2021_Human	Toll-like receptor signaling pathway	1/104	9.062912e-01	9.916370e-01	0	0	4.214632e-01	4.146971e-02	CCL5
KEGG_2021_Human	Drug metabolism	1/108	9.144686e-01	9.916904e-01	0	0	4.056242e-01	3.626773e-02	CES1
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.144686e-01	9.916904e-01	0	0	4.056242e-01	3.626773e-02	REXO2
KEGG_2021_Human	Parkinson disease	3/249	9.206752e-01	9.940033e-01	0	0	5.278628e-01	4.362681e-02	KIF5C;ITPR3;RYR3
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	9.334675e-01	9.999558e-01	0	0	3.676037e-01	2.530919e-02	CAMK4
KEGG_2021_Human	Focal adhesion	2/201	9.423279e-01	9.999558e-01	0	0	4.351062e-01	2.584617e-02	ITGA1;FYN
KEGG_2021_Human	Diabetic cardiomyopathy	2/203	9.444579e-01	9.999558e-01	0	0	4.307322e-01	2.461384e-02	TBC1D4;SLC2A1
KEGG_2021_Human	Relaxin signaling pathway	1/129	9.470571e-01	9.999558e-01	0	0	3.387102e-01	1.842443e-02	GNG2
KEGG_2021_Human	Autophagy	1/137	9.559049e-01	9.999558e-01	0	0	3.186548e-01	1.437034e-02	RAB39B
KEGG_2021_Human	Ubiquitin mediated proteolysis	1/140	9.588281e-01	9.999558e-01	0	0	3.117292e-01	1.310618e-02	SOCS3
KEGG_2021_Human	Coronavirus disease	2/232	9.680534e-01	9.999558e-01	0	0	3.758584e-01	1.220337e-02	CCL2;IL6ST
KEGG_2021_Human	Phagosome	1/152	9.687105e-01	9.999558e-01	0	0	2.867786e-01	9.116554e-03	TFRC
KEGG_2021_Human	Herpes simplex virus 1 infection	6/498	9.692413e-01	9.999558e-01	0	0	5.246655e-01	1.639143e-02	SOCS3;IFNG;CCL5;LTA;CCL2;NECTIN1
KEGG_2021_Human	mTOR signaling pathway	1/154	9.701100e-01	9.999558e-01	0	0	2.830007e-01	8.587876e-03	PRR5
KEGG_2021_Human	Hepatitis B	1/162	9.751108e-01	9.999558e-01	0	0	2.688276e-01	6.775575e-03	STAT4
KEGG_2021_Human	Protein processing in endoplasmic reticulum	1/171	9.797456e-01	9.999558e-01	0	0	2.544774e-01	5.207206e-03	MAN1C1
KEGG_2021_Human	RNA transport	1/186	9.856358e-01	9.999558e-01	0	0	2.336631e-01	3.380731e-03	CYFIP2
KEGG_2021_Human	Neutrophil extracellular trap formation	1/189	9.865902e-01	9.999558e-01	0	0	2.298988e-01	3.103756e-03	CLCN4
KEGG_2021_Human	MicroRNAs in cancer	2/310	9.931653e-01	9.999558e-01	0	0	2.795404e-01	1.917121e-03	TPM1;CDC25B
KEGG_2021_Human	Chemical carcinogenesis	1/239	9.957423e-01	9.999558e-01	0	0	1.811318e-01	7.728527e-04	EPHX2
KEGG_2021_Human	Huntington disease	1/306	9.990872e-01	9.999558e-01	0	0	1.408519e-01	1.286267e-04	KIF5C
KEGG_2021_Human	Olfactory transduction	1/440	9.999558e-01	9.999558e-01	0	0	9.717703e-02	4.299586e-06	PRKG2
