Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	15/75	9.779286e-11	2.325514e-07	0	0	1.122753e+01	2.587741e+02	CD274;TFRC;SIRPG;GATA3;CD3E;CD40LG;CD6;IL23A;LCK;IL7;CCL5;CD28;CCL2;CCR7;IL6ST
GO_Biological_Process_2021	T cell activation (GO:0042110)	15/92	1.982970e-09	2.357752e-06	0	0	8.741098e+00	1.751600e+02	ITK;CD3G;GATA3;CD3E;RASGRP1;DPP4;CD2;CD8B;CD8A;LCK;CD7;LEPR;CD28;CCR7;LAT
GO_Biological_Process_2021	regulation of T cell differentiation (GO:0045580)	10/39	1.044697e-08	8.280963e-06	0	0	1.533422e+01	2.817963e+02	ZNF683;CD2;IFNG;IL7;TBX21;CAMK4;TCF7;CTLA4;GATA3;PRDM1
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	19/185	3.952655e-08	2.349853e-05	0	0	5.159919e+00	8.795749e+01	ITK;PLEKHA1;TRAT1;TXK;THEMIS;CD3G;GATA3;CD3E;LIME1;IGLL5;LCK;GRAP2;CD28;CTLA4;FYN;CD247;CARD11;SKAP1;LAT
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	37/621	7.622138e-08	3.625089e-05	0	0	2.916690e+00	4.780346e+01	IFITM1;CSF1;RORA;GATA3;OASL;SOCS3;UGCG;IL18RAP;GRAP2;CCL5;STAT4;LEPR;IL21R;S1PR1;CCL2;FYN;NCAM1;GBP1;IL32;FLT3LG;TRAF1;ISG20;CD40LG;IFI27;IFNG;LCK;IL23A;IL7;IL2RB;XCL2;LTA;XCL1;CD27;LTB;IL6ST;IL7R;IL18R1
GO_Biological_Process_2021	positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	7/20	1.651275e-07	5.996843e-05	0	0	2.380195e+01	3.717043e+02	KLRK1;KLRC2;CD160;CD226;KLRD1;SLAMF6;RASGRP1
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	25/335	1.765261e-07	5.996843e-05	0	0	3.659655e+00	5.690689e+01	ITK;CD274;TXK;RORA;GATA3;LY9;RASGRP1;SLAMF6;CCR7;TIGIT;ZBP1;GBP5;CD2;CD40LG;IFNG;CD6;IL23A;IL7;CD28;XCL1;CD226;LTB;IL6ST;IL18R1;CARD11
GO_Biological_Process_2021	regulation of natural killer cell mediated cytotoxicity (GO:0042269)	8/30	2.299568e-07	6.835465e-05	0	0	1.610307e+01	2.461415e+02	KLRK1;KLRC2;CD160;SLAMF6;CD226;KLRD1;KLRC1;RASGRP1
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	9/43	3.830370e-07	1.012069e-04	0	0	1.174151e+01	1.734824e+02	KLRK1;KLRC2;CD160;IL23A;XCL1;SLAMF6;CD226;KLRD1;RASGRP1
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immunity (GO:0002717)	7/23	4.926129e-07	1.123942e-04	0	0	1.933611e+01	2.808289e+02	KLRK1;KLRC2;CD160;CD226;KLRD1;SLAMF6;RASGRP1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	30/482	5.452872e-07	1.123942e-04	0	0	3.025376e+00	4.363184e+01	CSF1;TCF7;LEF1;RORA;GATA3;ZFP36L1;SOCS3;GRAP2;CCL5;STAT4;LEPR;S1PR1;CCL2;FYN;CCR7;LDLRAP1;GBP1;IL32;GBP5;PYHIN1;FLT3LG;LCK;IL23A;IL7;IL2RB;XCL2;XCL1;IL6ST;PTPN4;IL18R1
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	16/158	5.671698e-07	1.123942e-04	0	0	5.050646e+00	7.264145e+01	ITK;TRAT1;TXK;THEMIS;CD3G;GATA3;CD3E;LCK;GRAP2;CD28;CTLA4;FYN;CD247;CARD11;SKAP1;LAT
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	17/179	6.293672e-07	1.151258e-04	0	0	4.709834e+00	6.724960e+01	IFITM1;KLRB1;CD160;CD3G;CD3E;HERC5;KLRK1;CD40LG;CD8B;CD8A;SLAMF7;LAIR2;CD226;SLAMF6;KLRD1;KLRC1;CD247
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	9/47	8.548030e-07	1.451944e-04	0	0	1.050341e+01	1.467578e+02	CD2;SIT1;LCK;CCL5;TBX21;SIRPG;CCL2;TIGIT;LAT
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	6/20	3.673711e-06	5.824057e-04	0	0	1.890068e+01	2.365289e+02	ZNF683;CD2;TBX21;PRDM1;IKZF3;ZFP36L1
GO_Biological_Process_2021	regulation of cholesterol metabolic process (GO:0090181)	6/21	5.046043e-06	7.499681e-04	0	0	1.763973e+01	2.151501e+02	SEC14L2;EPHX2;APOE;LDLRAP1;TTC39B;CES1
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	10/75	6.622175e-06	9.263254e-04	0	0	6.828807e+00	8.143411e+01	CD274;CD40LG;TFRC;CD6;IL23A;IL7;CCL5;CD28;CD3E;IL6ST
GO_Biological_Process_2021	regulation of natural killer cell chemotaxis (GO:2000501)	4/7	8.314350e-06	1.098418e-03	0	0	5.857079e+01	6.851334e+02	KLRK1;CCL5;CCL2;XCL1
GO_Biological_Process_2021	regulation of T cell receptor signaling pathway (GO:0050856)	7/35	1.070431e-05	1.339729e-03	0	0	1.104242e+01	1.263790e+02	CD160;TRAT1;LCK;CD226;UBASH3A;GBP1;CARD11
GO_Biological_Process_2021	regulation of lymphocyte activation (GO:0051249)	5/15	1.390561e-05	1.653377e-03	0	0	2.200563e+01	2.460938e+02	LCK;SIT1;CCL5;IKZF3;LAT
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	9/66	1.592722e-05	1.803568e-03	0	0	6.995455e+00	7.728215e+01	CD274;CD40LG;TFRC;CD6;IL23A;CCL5;CD28;CD3E;IL6ST
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	10/86	2.271107e-05	2.454860e-03	0	0	5.837130e+00	6.241443e+01	CD2;CD274;IL23A;TXK;XCL1;CCR7;CD226;SLAMF6;RASGRP1;IL18R1
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	7/40	2.693894e-05	2.785252e-03	0	0	9.366927e+00	9.855822e+01	CCL5;TBX21;S1PR1;XCL2;CCL2;XCL1;GATA3
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	7/41	3.186280e-05	3.157073e-03	0	0	9.090964e+00	9.412848e+01	CD8A;LCK;TCF7;LEPR;CD28;GATA3;ZFP36L1
GO_Biological_Process_2021	regulation of cell-cell adhesion mediated by integrin (GO:0033632)	4/10	4.727702e-05	4.163880e-03	0	0	2.928090e+01	2.916227e+02	DPP4;CCL5;CD3E;SKAP1
GO_Biological_Process_2021	cellular response to interleukin-4 (GO:0071353)	4/10	4.727702e-05	4.163880e-03	0	0	2.928090e+01	2.916227e+02	LEF1;TCF7;XCL1;GATA3
GO_Biological_Process_2021	response to interleukin-4 (GO:0070670)	4/10	4.727702e-05	4.163880e-03	0	0	2.928090e+01	2.916227e+02	LEF1;TCF7;XCL1;GATA3
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	9/76	5.030033e-05	4.271935e-03	0	0	5.948304e+00	5.887333e+01	CD274;CD40LG;TFRC;CD6;IL23A;CCL5;CD28;CD3E;IL6ST
GO_Biological_Process_2021	natural killer cell mediated immunity (GO:0002228)	5/20	6.542982e-05	5.214636e-03	0	0	1.466667e+01	1.413065e+02	KLRK1;KLRC2;GZMB;SLAMF7;KLRD1
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	14/182	6.578599e-05	5.214636e-03	0	0	3.713218e+00	3.575497e+01	CD274;ABCD2;LEF1;OTUD7B;HERC5;IFNG;IL23A;TBX21;XCL1;CCR7;TIGIT;TRIB2;GBP1;SLAMF1
GO_Biological_Process_2021	positive regulation of interleukin-10 production (GO:0032733)	6/32	6.835421e-05	5.243430e-03	0	0	1.017104e+01	9.754845e+01	CD274;CD40LG;IL23A;CD28;XCL1;TIGIT
GO_Biological_Process_2021	positive regulation of cell-cell adhesion (GO:0022409)	7/47	7.937591e-05	5.898623e-03	0	0	7.724943e+00	7.293363e+01	ADAM19;LCK;CCL5;SIRPG;CD3E;SKAP1;SMAD7
GO_Biological_Process_2021	positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	5/21	8.429990e-05	6.074702e-03	0	0	1.374930e+01	1.289839e+02	PRKCH;TRAT1;LCK;CD226;CARD11
GO_Biological_Process_2021	regulation of interleukin-10 production (GO:0032653)	7/48	9.115137e-05	6.375234e-03	0	0	7.536144e+00	7.010866e+01	CD274;CD40LG;IL23A;CD28;XCL1;TIGIT;TRIB2
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	6/34	9.766806e-05	6.635847e-03	0	0	9.443567e+00	8.720129e+01	ITK;IGLL5;PLEKHA1;LCK;CTLA4;LIME1
GO_Biological_Process_2021	cellular defense response (GO:0006968)	7/49	1.043109e-04	6.704091e-03	0	0	7.356335e+00	6.744387e+01	ITK;FCMR;KLRC2;GNLY;KLRC3;TRAT1;KLRG1
GO_Biological_Process_2021	positive regulation of actin filament polymerization (GO:0030838)	7/49	1.043109e-04	6.704091e-03	0	0	7.356335e+00	6.744387e+01	NCKAP1;TENM1;CTTN;BIN1;CCR7;EVL;PFN2
GO_Biological_Process_2021	regulation of interleukin-12 production (GO:0032655)	7/51	1.352685e-04	8.464957e-03	0	0	7.021236e+00	6.254692e+01	CD40LG;IFNG;IL23A;CCR7;LTB;TIGIT;SLAMF1
GO_Biological_Process_2021	positive regulation of steroid metabolic process (GO:0045940)	4/13	1.525653e-04	9.087610e-03	0	0	1.951760e+01	1.715191e+02	APOC1;APOE;LDLRAP1;CES1
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	8/69	1.528614e-04	9.087610e-03	0	0	5.796067e+00	5.092412e+01	NCKAP1;TENM1;CTTN;BIN1;CCR7;EVL;PFN2;CDK5R1
GO_Biological_Process_2021	negative regulation of sequestering of calcium ion (GO:0051283)	5/25	2.043970e-04	1.129450e-02	0	0	1.099718e+01	9.342599e+01	LCK;XCL1;ITPR3;CCR7;RYR3
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	9/91	2.058328e-04	1.129450e-02	0	0	4.856458e+00	4.122378e+01	NCKAP1;TENM1;CTTN;BIN1;CCR7;EVL;APOE;PFN2;CDK5R1
GO_Biological_Process_2021	negative regulation of T cell mediated immunity (GO:0002710)	4/14	2.098142e-04	1.129450e-02	0	0	1.756494e+01	1.487626e+02	XCL1;KLRD1;KLRC1;SMAD7
GO_Biological_Process_2021	positive regulation of T cell receptor signaling pathway (GO:0050862)	4/14	2.098142e-04	1.129450e-02	0	0	1.756494e+01	1.487626e+02	TRAT1;LCK;CD226;CARD11
GO_Biological_Process_2021	positive regulation of cell-cell adhesion mediated by integrin (GO:0033634)	3/6	2.137312e-04	1.129450e-02	0	0	4.382960e+01	3.703948e+02	CCL5;CD3E;SKAP1
GO_Biological_Process_2021	positive regulation of immune response (GO:0050778)	8/75	2.743677e-04	1.392331e-02	0	0	5.275392e+00	4.326371e+01	GBP5;IFNG;IL23A;CCL5;CCR7;CD226;IL6ST;SKAP1
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	7/57	2.751875e-04	1.392331e-02	0	0	6.176787e+00	5.063766e+01	CD2;IL23A;TXK;CD226;SLAMF6;RASGRP1;IL18R1
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol (GO:0051209)	5/27	2.993099e-04	1.482831e-02	0	0	9.996417e+00	8.111124e+01	LCK;XCL1;ITPR3;CCR7;RYR3
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	11/140	3.265701e-04	1.584865e-02	0	0	3.781140e+00	3.035071e+01	EPHA4;CSF1;CD8B;CD8A;LCK;CD7;LMTK2;FYN;IL6ST;CD3E;ACVR2A
GO_Biological_Process_2021	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	5/31	5.851450e-04	2.728767e-02	0	0	8.456774e+00	6.294927e+01	LCK;SIRPG;CCL2;ETS1;SKAP1
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	24/511	5.852275e-04	2.728767e-02	0	0	2.210586e+00	1.645452e+01	KCNH2;EOMES;PYHIN1;LEF1;NR1D2;RORA;GATA3;MLLT3;RGMB;GATA1;ETS1;KLF1;ARNTL;SEC14L2;HMGN5;LBH;CDH1;CAMK4;TBX21;PIM2;APOE;APBB1;MYBL1;SKAP1
GO_Biological_Process_2021	amyloid precursor protein metabolic process (GO:0042982)	4/18	5.972873e-04	2.731441e-02	0	0	1.254382e+01	9.311419e+01	ADAM19;NSG1;APOE;LDLRAP1
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	6/47	6.097552e-04	2.735845e-02	0	0	6.444971e+00	4.770859e+01	MFHAS1;TFRC;PYHIN1;ORMDL3;OTUD7B;FERMT2
GO_Biological_Process_2021	negative regulation of T cell cytokine production (GO:0002725)	3/9	8.535731e-04	3.758883e-02	0	0	2.191143e+01	1.548279e+02	TBX21;XCL1;SMAD7
GO_Biological_Process_2021	positive regulation of interleukin-12 production (GO:0032735)	5/34	9.067769e-04	3.920574e-02	0	0	7.580770e+00	5.310795e+01	CD40LG;IFNG;IL23A;CCR7;LTB
GO_Biological_Process_2021	positive regulation of lymphocyte activation (GO:0051251)	5/35	1.038630e-03	4.410469e-02	0	0	7.327703e+00	5.034024e+01	IGLL5;IL23A;LCK;SIRPG;CCL2
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	13/214	1.146145e-03	4.772873e-02	0	0	2.870396e+00	1.943646e+01	GRTP1;DOCK9;GPR65;RASGRP1;SYDE2;TIAM1;TBC1D4;CCL5;XCL2;XCL1;CCL2;CCR7;FERMT2
GO_Biological_Process_2021	negative regulation of fat cell differentiation (GO:0045599)	5/36	1.184186e-03	4.772873e-02	0	0	7.090962e+00	4.778386e+01	RORA;GATA3;TRIB2;FERMT2;ARNTL
GO_Biological_Process_2021	positive regulation of myeloid leukocyte differentiation (GO:0002763)	5/36	1.184186e-03	4.772873e-02	0	0	7.090962e+00	4.778386e+01	CSF1;IFNG;IL23A;LEF1;ZFP36L1
GO_Biological_Process_2021	regulation of actin filament polymerization (GO:0030833)	7/73	1.247565e-03	4.944515e-02	0	0	4.675545e+00	3.126332e+01	NCKAP1;TENM1;CTTN;BIN1;CCR7;EVL;PFN2
GO_Biological_Process_2021	regulation of peptide hormone secretion (GO:0090276)	7/74	1.351796e-03	5.269788e-02	0	0	4.605524e+00	3.042557e+01	DPP4;IFNG;TFR2;CCL5;SLC2A1;ITPR3;ARNTL
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	24/546	1.448067e-03	5.554039e-02	0	0	2.058580e+00	1.345802e+01	NDFIP2;TFRC;SLC44A2;TRAT1;RTKN2;FLT3LG;GATA3;MID2;EPOR;NR3C2;OASL;MFHAS1;LCK;IL23A;CCL5;CD28;CD27;FYN;CCR7;PIM2;ICOS;FERMT2;APOL3;CARD11
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	12/194	1.504447e-03	5.678690e-02	0	0	2.922373e+00	1.899347e+01	CD40LG;CCL5;LTA;XCL2;CD27;XCL1;CCL2;GATA3;TRAF1;LTB;GBP1;ZFP36L1
GO_Biological_Process_2021	regulation of interleukin-4 production (GO:0032673)	4/23	1.581646e-03	5.786390e-02	0	0	9.240449e+00	5.959433e+01	CD40LG;LEF1;CD28;GATA3
GO_Biological_Process_2021	regulation of steroid metabolic process (GO:0019218)	4/23	1.581646e-03	5.786390e-02	0	0	9.240449e+00	5.959433e+01	EPHX2;RORA;APOE;TTC39B
GO_Biological_Process_2021	response to prostaglandin E (GO:0034695)	3/11	1.621441e-03	5.842101e-02	0	0	1.643189e+01	1.055657e+02	TGFBR3;GNG2;CCR7
GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)	9/121	1.646464e-03	5.843717e-02	0	0	3.550142e+00	2.275331e+01	GBP5;IFNG;CCL5;XCL2;XCL1;CCL2;NCAM1;GBP1;OASL
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	13/224	1.727089e-03	6.039731e-02	0	0	2.732945e+00	1.738513e+01	NDFIP2;TFRC;SLC44A2;OTUD7B;RORA;TRAF1;LIME1;MID2;CCR7;PIM2;OPTN;APOL3;CARD11
GO_Biological_Process_2021	positive regulation of protein binding (GO:0032092)	6/58	1.868656e-03	6.440092e-02	0	0	5.078746e+00	3.190741e+01	TIAM1;AKTIP;CAPRIN2;APOE;DACT1;ADD2
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	9/125	2.060890e-03	6.931357e-02	0	0	3.427018e+00	2.119479e+01	DPP4;IFNG;CCL5;SLC2A1;ITPR3;APOE;APBB1;MYH10;ARNTL
GO_Biological_Process_2021	regulation of natural killer cell activation (GO:0032814)	3/12	2.126082e-03	6.931357e-02	0	0	1.460538e+01	8.987384e+01	ZNF683;IL23A;PRDM1
GO_Biological_Process_2021	positive regulation of T-helper 1 type immune response (GO:0002827)	3/12	2.126082e-03	6.931357e-02	0	0	1.460538e+01	8.987384e+01	IL23A;XCL1;IL18R1
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	7/80	2.127793e-03	6.931357e-02	0	0	4.225686e+00	2.599926e+01	GBP5;IFITM1;CCL5;XCL2;XCL1;CCL2;GBP1
GO_Biological_Process_2021	inflammatory response (GO:0006954)	13/230	2.179910e-03	7.005172e-02	0	0	2.656555e+00	1.628062e+01	GPR68;MFHAS1;CD40LG;IFNG;CCL5;XCL2;XCL1;CCL2;CCR7;APOL3;LAT;PTGDR;KLRG1
GO_Biological_Process_2021	calcium ion transmembrane import into cytosol (GO:0097553)	5/42	2.393618e-03	7.489505e-02	0	0	5.939250e+00	3.584307e+01	LCK;XCL1;ITPR3;CCR7;RYR3
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	5/42	2.393618e-03	7.489505e-02	0	0	5.939250e+00	3.584307e+01	TENM1;CD6;AMIGO2;NECTIN3;NECTIN1
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	7/82	2.451113e-03	7.569800e-02	0	0	4.112579e+00	2.472159e+01	NCKAP1;TENM1;CTTN;BIN1;CCR7;EVL;PFN2
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	12/206	2.484181e-03	7.573568e-02	0	0	2.739909e+00	1.643346e+01	ZBP1;MFHAS1;IFNG;IL23A;CCL5;XCL1;NR1D2;RORA;GATA3;APOE;DNASE1L3;ETS1
GO_Biological_Process_2021	regulation of JNK cascade (GO:0046328)	8/105	2.533283e-03	7.625503e-02	0	0	3.638217e+00	2.175013e+01	TGFBR3;MFHAS1;CD27;CCR7;TRAF1;RASGRP1;SLAMF1;DACT1
GO_Biological_Process_2021	natural killer cell activation (GO:0030101)	5/43	2.659442e-03	7.905192e-02	0	0	5.782658e+00	3.428907e+01	CD2;KLRK1;IL21R;SLAMF7;RASGRP1
GO_Biological_Process_2021	lymphocyte mediated immunity (GO:0002449)	3/13	2.718140e-03	7.979923e-02	0	0	1.314417e+01	7.765323e+01	KLRC2;CD8A;KLRD1
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	10/156	2.808284e-03	8.144023e-02	0	0	3.027584e+00	1.778761e+01	TIAM1;CSF1;BIN1;SPOCK2;PLEKHB1;NR1D2;GATA3;ZFP36L1;SMAD7;CDK5R1
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	5/44	2.946010e-03	8.340014e-02	0	0	5.634096e+00	3.283159e+01	CSF1;CCR7;CD3E;FERMT2;SKAP1
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	5/44	2.946010e-03	8.340014e-02	0	0	5.634096e+00	3.283159e+01	GPR65;TPM1;EVL;FERMT2;PFN2
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	14/267	2.986416e-03	8.354939e-02	0	0	2.454882e+00	1.427190e+01	TCF7;LEF1;SLC2A1;CD3G;TRAF1;CD3E;JCHAIN;F5;ADD2;TIAM1;IL2RB;CD247;FERMT2;BCL9L
GO_Biological_Process_2021	regulation of small molecule metabolic process (GO:0062012)	4/28	3.347757e-03	9.193759e-02	0	0	7.313483e+00	4.168294e+01	EPHX2;RORA;APOE;TTC39B
GO_Biological_Process_2021	negative regulation of interleukin-12 production (GO:0032695)	3/14	3.402232e-03	9.193759e-02	0	0	1.194863e+01	6.790795e+01	CCR7;TIGIT;SLAMF1
GO_Biological_Process_2021	positive regulation of T cell chemotaxis (GO:0010820)	3/14	3.402232e-03	9.193759e-02	0	0	1.194863e+01	6.790795e+01	CCL5;XCL2;XCL1
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	10/161	3.522297e-03	9.411262e-02	0	0	2.926579e+00	1.653120e+01	MFHAS1;LCK;TRAT1;CD28;FLT3LG;CCR7;FYN;GATA3;ICOS;FERMT2
GO_Biological_Process_2021	protein-containing complex subunit organization (GO:0043933)	8/112	3.774332e-03	9.970632e-02	0	0	3.392116e+00	1.892642e+01	IL2RB;SLC2A1;CD3G;TRAF1;CD247;CD3E;JCHAIN;ADD2
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	4/29	3.815507e-03	9.970632e-02	0	0	7.020584e+00	3.909540e+01	IL23A;XCL1;KLRD1;KLRC1
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	7/90	4.136353e-03	1.048842e-01	0	0	3.714660e+00	2.038583e+01	TIAM1;AKTIP;PYHIN1;CAPRIN2;APOE;DACT1;ADD2
GO_Biological_Process_2021	regulation of T cell chemotaxis (GO:0010819)	3/15	4.182530e-03	1.048842e-01	0	0	1.095235e+01	5.998428e+01	CCL5;XCL2;XCL1
GO_Biological_Process_2021	positive regulation of osteoclast differentiation (GO:0045672)	3/15	4.182530e-03	1.048842e-01	0	0	1.095235e+01	5.998428e+01	CSF1;IFNG;IL23A
GO_Biological_Process_2021	positive regulation of protein localization to nucleus (GO:1900182)	6/68	4.190076e-03	1.048842e-01	0	0	4.257409e+00	2.330947e+01	TFRC;IFNG;CDH1;PYHIN1;ORMDL3;FERMT2
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	5/48	4.317697e-03	1.069529e-01	0	0	5.108946e+00	2.781838e+01	TBX21;CD28;XCL1;GBP1;CARD11
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	5/49	4.721447e-03	1.088875e-01	0	0	4.992578e+00	2.673845e+01	CDH1;NECTIN3;FERMT2;SMAD7;NECTIN1
GO_Biological_Process_2021	regulation of natural killer cell differentiation (GO:0032823)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	ZNF683;PRDM1
GO_Biological_Process_2021	regulation of T-helper 1 cell cytokine production (GO:2000554)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	XCL1;IL18R1
GO_Biological_Process_2021	response to prostaglandin (GO:0034694)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	TGFBR3;CCR7
GO_Biological_Process_2021	membrane raft distribution (GO:0031580)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	CD2;MAL
GO_Biological_Process_2021	PML body organization (GO:0030578)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	HABP4;ETS1
GO_Biological_Process_2021	positive regulation of natural killer cell chemotaxis (GO:2000503)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	CCL5;XCL1
GO_Biological_Process_2021	positive regulation of T-helper 1 cell cytokine production (GO:2000556)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	XCL1;IL18R1
GO_Biological_Process_2021	positive thymic T cell selection (GO:0045059)	2/5	4.807900e-03	1.088875e-01	0	0	2.915436e+01	1.556113e+02	CD3G;CD3E
GO_Biological_Process_2021	negative regulation of DNA binding (GO:0043392)	4/31	4.879746e-03	1.090934e-01	0	0	6.499875e+00	3.459664e+01	GZMA;LEF1;HABP4;GATA1
GO_Biological_Process_2021	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	7/93	4.954217e-03	1.090934e-01	0	0	3.584526e+00	1.902493e+01	TENM1;TFRC;IFNG;SH2D3A;CAPRIN2;CNOT9;PFN2
GO_Biological_Process_2021	regulation of activin receptor signaling pathway (GO:0032925)	3/16	5.062781e-03	1.090934e-01	0	0	1.010935e+01	5.343639e+01	ACVR2A;SMAD7;DACT1
GO_Biological_Process_2021	positive regulation of endothelial cell apoptotic process (GO:2000353)	3/16	5.062781e-03	1.090934e-01	0	0	1.010935e+01	5.343639e+01	CD40LG;CD160;CCL2
GO_Biological_Process_2021	positive regulation of immunoglobulin mediated immune response (GO:0002891)	3/16	5.062781e-03	1.090934e-01	0	0	1.010935e+01	5.343639e+01	TFRC;XCL1;CD226
GO_Biological_Process_2021	cholesterol homeostasis (GO:0042632)	6/71	5.184000e-03	1.090934e-01	0	0	4.060288e+00	2.136596e+01	EPHX2;RORA;APOE;LDLRAP1;CES1;TTC39B
GO_Biological_Process_2021	response to metal ion (GO:0010038)	6/71	5.184000e-03	1.090934e-01	0	0	4.060288e+00	2.136596e+01	ATP7B;TFR2;TRPC1;SLC30A4;ITPR3;AQP3
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	6/71	5.184000e-03	1.090934e-01	0	0	4.060288e+00	2.136596e+01	CSF1;IFNG;CAMK4;LEF1;PIR;CCR7
GO_Biological_Process_2021	negative regulation of cell migration (GO:0030336)	9/144	5.291410e-03	1.103770e-01	0	0	2.941818e+00	1.542004e+01	EPHA4;IFITM1;CDH1;TPM1;EVL;ATP1B2;PTPRK;PFN2;SMAD7
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	4/32	5.479591e-03	1.130182e-01	0	0	6.267416e+00	3.263271e+01	TGFBR3;TPM1;S1PR1;SMAD7
GO_Biological_Process_2021	sterol homeostasis (GO:0055092)	6/72	5.550752e-03	1.130182e-01	0	0	3.998564e+00	2.076783e+01	EPHX2;RORA;APOE;LDLRAP1;CES1;TTC39B
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	10/172	5.600182e-03	1.130182e-01	0	0	2.726314e+00	1.413582e+01	MFHAS1;CCL5;XCL2;XCL1;CCL2;CCR7;APOE;RASGRP1;FERMT2;SLAMF1
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	5/51	5.608137e-03	1.130182e-01	0	0	4.775020e+00	2.475149e+01	GPR65;TPM1;EVL;FERMT2;PFN2
GO_Biological_Process_2021	positive regulation of JNK cascade (GO:0046330)	6/73	5.936113e-03	1.178539e-01	0	0	3.938681e+00	2.019244e+01	MFHAS1;CD27;CCR7;TRAF1;RASGRP1;SLAMF1
GO_Biological_Process_2021	regulation of receptor recycling (GO:0001919)	3/17	6.046332e-03	1.178539e-01	0	0	9.386771e+00	4.795048e+01	TRAT1;ECE1;OPTN
GO_Biological_Process_2021	ruffle organization (GO:0031529)	3/17	6.046332e-03	1.178539e-01	0	0	9.386771e+00	4.795048e+01	PLEKHA1;TPM1;CCR7
