,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
176,KEGG_2021_Human,Arachidonic acid metabolism,1/61,0.7502157400902765,0.9903534376897734,0,0,0.7251116071428572,0.208393059037335,EPHX2
177,KEGG_2021_Human,Glycerolipid metabolism,1/61,0.7502157400902765,0.9903534376897734,0,0,0.7251116071428572,0.208393059037335,DGKA
178,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",2/119,0.750541219332204,0.9903534376897734,0,0,0.7431882062754546,0.2132658130490436,SOCS3;ITPR3
179,KEGG_2021_Human,Human papillomavirus infection,6/331,0.7562701491873874,0.9903534376897734,0,0,0.8012224344504254,0.223826796314872,PATJ;DLG3;PPP2R2B;TCF7;ITGA1;OASL
180,KEGG_2021_Human,Lysine degradation,1/63,0.7613389107587669,0.9903534376897734,0,0,0.701648905529954,0.19132328779589,PLOD2
181,KEGG_2021_Human,Cell cycle,2/124,0.7705689258377504,0.9903534376897734,0,0,0.7125463013899586,0.1857082150723389,CDC14B;CDC25B
182,KEGG_2021_Human,Cortisol synthesis and secretion,1/65,0.7719678044497259,0.9903534376897734,0,0,0.6796526227678571,0.1759025495102779,ITPR3
183,KEGG_2021_Human,Tuberculosis,3/180,0.7724758896080968,0.9903534376897734,0,0,0.7362620658204758,0.1900693518946292,PPP3CC;IFNG;IL23A
184,KEGG_2021_Human,Neuroactive ligand-receptor interaction,6/341,0.7806066163375144,0.9903534376897734,0,0,0.7769010478083622,0.1924259189654266,P2RY10;GZMA;NMU;LEPR;S1PR1;PTGDR
185,KEGG_2021_Human,Lysosome,2/128,0.7855694872871907,0.9903534376897734,0,0,0.6897837434750187,0.1664767975423811,ARSG;CTSE
186,KEGG_2021_Human,Mitophagy,1/68,0.7870320528678914,0.9903534376897734,0,0,0.6491204690831557,0.1554554616543407,OPTN
187,KEGG_2021_Human,Retinol metabolism,1/68,0.7870320528678914,0.9903534376897734,0,0,0.6491204690831557,0.1554554616543407,ALDH1A1
188,KEGG_2021_Human,Oocyte meiosis,2/129,0.7891825171127185,0.9903534376897734,0,0,0.6843171449206433,0.1620173243890312,PPP3CC;ITPR3
189,KEGG_2021_Human,Alcoholism,3/186,0.791177788762395,0.9903534376897734,0,0,0.7119017863706535,0.1667505863732089,GNG2;PKIA;CAMK4
190,KEGG_2021_Human,MAPK signaling pathway,5/294,0.7925543798557698,0.9903534376897734,0,0,0.7505689080083544,0.1745028858907908,PPP3CC;CSF1;FLT3LG;RASGRP1;CDC25B
191,KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,1/70,0.7965190318948331,0.9903534376897734,0,0,0.6302406832298136,0.1433824374308989,CCL5
192,KEGG_2021_Human,Prolactin signaling pathway,1/70,0.7965190318948331,0.9903534376897734,0,0,0.6302406832298136,0.1433824374308989,SOCS3
193,KEGG_2021_Human,Melanoma,1/72,0.8055842942906454,0.9903534376897734,0,0,0.6124245472837022,0.1323984910497645,CDH1
194,KEGG_2021_Human,Shigellosis,4/246,0.805800664285597,0.9903534376897734,0,0,0.7172067972885133,0.1548584897221624,CTTN;CCL5;ITPR3;PFN2
195,KEGG_2021_Human,PPAR signaling pathway,1/74,0.8142465462708772,0.9903534376897734,0,0,0.5955846379647749,0.1223879239526689,ACSL6
196,KEGG_2021_Human,Estrogen signaling pathway,2/137,0.8162031802684397,0.9903534376897734,0,0,0.6434998757146408,0.1306896507517429,KRT13;ITPR3
197,KEGG_2021_Human,Insulin signaling pathway,2/137,0.8162031802684397,0.9903534376897734,0,0,0.6434998757146408,0.1306896507517429,SOCS3;PKLR
198,KEGG_2021_Human,Glioma,1/75,0.8184321616719992,0.9903534376897734,0,0,0.5875060328185329,0.1177155093099112,CAMK4
199,KEGG_2021_Human,Pertussis,1/76,0.8225236661648837,0.9903534376897734,0,0,0.5796428571428571,0.1132494756507452,IL23A
200,KEGG_2021_Human,Leishmaniasis,1/77,0.8265231710552513,0.9903534376897734,0,0,0.5719866071428571,0.1089790793155432,IFNG
201,KEGG_2021_Human,Amyotrophic lateral sclerosis,6/364,0.8295576090157221,0.9903534376897734,0,0,0.7261182642470712,0.1356844349684559,PPP3CC;KIF5C;RAB39B;ITPR3;OPTN;PFN2
202,KEGG_2021_Human,Spinocerebellar ataxia,2/143,0.8343936985977735,0.9903534376897734,0,0,0.6159265076871817,0.1115134494636564,RORA;ITPR3
203,KEGG_2021_Human,Epstein-Barr virus infection,3/202,0.8348755755200582,0.9903534376897734,0,0,0.6541226310926831,0.1180511966376875,CD3G;CD247;CD3E
204,KEGG_2021_Human,Viral carcinogenesis,3/203,0.8373258959503982,0.9903534376897734,0,0,0.6508183856502242,0.115547547273736,TRAF1;IL6ST;CCR4
205,KEGG_2021_Human,Pathways of neurodegeneration,8/475,0.839927521253525,0.9903534376897734,0,0,0.7413169407663137,0.1293150862855952,PPP3CC;CSF1;KIF5C;RAB39B;ITPR3;OPTN;RYR3;CDK5R1
206,KEGG_2021_Human,Breast cancer,2/147,0.845602063046739,0.9903534376897734,0,0,0.598812003394276,0.1004246081720847,TCF7;LEF1
207,KEGG_2021_Human,Phospholipase D signaling pathway,2/148,0.848294542939191,0.9903534376897734,0,0,0.5946799056112286,0.0978411179639233,DGKA;FYN
208,KEGG_2021_Human,Retrograde endocannabinoid signaling,2/148,0.848294542939191,0.9903534376897734,0,0,0.5946799056112286,0.0978411179639233,GNG2;ITPR3
209,KEGG_2021_Human,Taste transduction,1/86,0.8587045360714017,0.9912934232890012,0,0,0.5111869747899159,0.0778693055231522,ITPR3
210,KEGG_2021_Human,ECM-receptor interaction,1/88,0.8650043488298429,0.9912934232890012,0,0,0.4993842364532019,0.072421073768971,ITGA1
211,KEGG_2021_Human,cAMP signaling pathway,3/216,0.8664284999650125,0.9912934232890012,0,0,0.6106865407692793,0.0875576036312664,TIAM1;CAMK4;ATP1B2
212,KEGG_2021_Human,GABAergic synapse,1/89,0.8680483551753333,0.9912934232890012,0,0,0.4936840503246753,0.069860172068661,GNG2
213,KEGG_2021_Human,Morphine addiction,1/91,0.8739324333280408,0.9912934232890012,0,0,0.4826636904761904,0.0650400007739125,GNG2
214,KEGG_2021_Human,GnRH signaling pathway,1/93,0.8795546785635122,0.9912934232890012,0,0,0.4721224767080745,0.0605919846390233,ITPR3
215,KEGG_2021_Human,Glycerophospholipid metabolism,1/98,0.8925398079344758,0.9912934232890012,0,0,0.4476712076583211,0.050893126808339,DGKA
216,KEGG_2021_Human,mRNA surveillance pathway,1/98,0.8925398079344758,0.9912934232890012,0,0,0.4476712076583211,0.050893126808339,PPP2R2B
217,KEGG_2021_Human,Thermogenesis,3/232,0.8958876250047126,0.9912934232890012,0,0,0.5675485146963792,0.0623964496536666,ACSL6;DPF3;PRKG2
218,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,1/100,0.8973338701788899,0.9912934232890012,0,0,0.4385822510822511,0.0475104217099402,CCL2
219,KEGG_2021_Human,Progesterone-mediated oocyte maturation,1/100,0.8973338701788899,0.9912934232890012,0,0,0.4385822510822511,0.0475104217099402,CDC25B
220,KEGG_2021_Human,Amoebiasis,1/102,0.901914508074419,0.9912934232890012,0,0,0.4298532531824611,0.0443761343536949,IFNG
221,KEGG_2021_Human,Longevity regulating pathway,1/102,0.901914508074419,0.9912934232890012,0,0,0.4298532531824611,0.0443761343536949,CAMK4
222,KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.9062912026724776,0.9916370109958949,0,0,0.4214632454923717,0.0414697111759589,CCL5
223,KEGG_2021_Human,Drug metabolism,1/108,0.914468603365345,0.9916903965384186,0,0,0.4056241655540721,0.0362677262043325,CES1
224,KEGG_2021_Human,Ribosome biogenesis in eukaryotes,1/108,0.914468603365345,0.9916903965384186,0,0,0.4056241655540721,0.0362677262043325,REXO2
225,KEGG_2021_Human,Parkinson disease,3/249,0.9206751638596246,0.9940032742555238,0,0,0.5278628458930329,0.0436268107742078,KIF5C;ITPR3;RYR3
226,KEGG_2021_Human,Neurotrophin signaling pathway,1/119,0.9334675055448368,0.999955756097658,0,0,0.3676036622276029,0.0253091908139036,CAMK4
227,KEGG_2021_Human,Focal adhesion,2/201,0.9423278869136744,0.999955756097658,0,0,0.4351061796679145,0.0258461727986938,ITGA1;FYN
228,KEGG_2021_Human,Diabetic cardiomyopathy,2/203,0.944457886687504,0.999955756097658,0,0,0.4307322448161875,0.024613841350835,TBC1D4;SLC2A1
229,KEGG_2021_Human,Relaxin signaling pathway,1/129,0.9470571459556408,0.999955756097658,0,0,0.3387102399553571,0.0184244291768725,GNG2
230,KEGG_2021_Human,Autophagy,1/137,0.9559048762989004,0.999955756097658,0,0,0.3186548056722689,0.0143703351941412,RAB39B
231,KEGG_2021_Human,Ubiquitin mediated proteolysis,1/140,0.9588280785383916,0.999955756097658,0,0,0.3117291880781089,0.0131061835524523,SOCS3
232,KEGG_2021_Human,Coronavirus disease,2/232,0.968053417898332,0.999955756097658,0,0,0.3758583795350647,0.0122033734181777,CCL2;IL6ST
233,KEGG_2021_Human,Phagosome,1/152,0.96871045527364,0.999955756097658,0,0,0.2867786187322611,0.0091165544953686,TFRC
234,KEGG_2021_Human,Herpes simplex virus 1 infection,6/498,0.969241294039855,0.999955756097658,0,0,0.5246655288223311,0.0163914349893012,SOCS3;IFNG;CCL5;LTA;CCL2;NECTIN1
235,KEGG_2021_Human,mTOR signaling pathway,1/154,0.9701100340845464,0.999955756097658,0,0,0.283000700280112,0.008587876061641,PRR5
236,KEGG_2021_Human,Hepatitis B,1/162,0.9751108141449992,0.999955756097658,0,0,0.2688276397515527,0.0067755745514989,STAT4
237,KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.979745584487516,0.999955756097658,0,0,0.2544774159663865,0.0052072056185276,MAN1C1
238,KEGG_2021_Human,RNA transport,1/186,0.9856357647489364,0.999955756097658,0,0,0.2336631274131274,0.0033807314934499,CYFIP2
239,KEGG_2021_Human,Neutrophil extracellular trap formation,1/189,0.9865901960463804,0.999955756097658,0,0,0.2298988411854103,0.0031037555914966,CLCN4
240,KEGG_2021_Human,MicroRNAs in cancer,2/310,0.993165344149194,0.999955756097658,0,0,0.279540370144397,0.0019171211463843,TPM1;CDC25B
241,KEGG_2021_Human,Chemical carcinogenesis,1/239,0.995742292821761,0.999955756097658,0,0,0.1811318277310924,0.0007728527434947084,EPHX2
242,KEGG_2021_Human,Huntington disease,1/306,0.99908721134957,0.999955756097658,0,0,0.1408518735362997,0.00012862670498882463,KIF5C
243,KEGG_2021_Human,Olfactory transduction,1/440,0.999955756097658,0.999955756097658,0,0,0.0971770257077774,4.299585951236074e-06,PRKG2
